instance_id,width,optimizer,step,success_at_step,alpha,line_trials,projection_displacement,energy,gap,pstar,dominant_index,dominant_probability,dominant_gap,dominant_hamming,dominant_local_min,entropy,effective_support,gradient_rms,gradient_ratio,fisher_condition,fisher_rank,fisher_min_kept,fisher_max,theta_norm,theta_target_cosine,beta_projection,transverse_norm,transverse_ratio,update_norm,update_target_cosine,gradient_update_dot,update_fisher_target_cosine,initialization,seed
ct_w3_i2,3,target_direction,0,False,0.02,0,0.0,-7.41572097307033,3.5842790269296696,0.0048163762573579,64512,0.0048163762573579,0.0,0,True,8.920012474429242,7480.182540113477,0.1531631771921491,1.0,122.00515228360678,47,0.0329589861098936,4.02116611945086,5.477225575051661,1.0,1.0,0.0,0.0,0.1095445115010331,1.0000000000000009,-0.0475385513825434,1.0,exact_target,-1
ct_w3_i2,3,target_direction,50,False,0.02,0,0.0,-9.09665759625019,1.9033424037498108,0.0680736127577109,64512,0.0680736127577109,0.0,0,True,6.493850426275613,661.0638467095287,0.1930437067982056,1.260379357082837,999.308536279812,47,0.0076690880993223,7.663785203134694,10.954451150103322,1.0,2.0,9.904035701852816e-15,9.041106273735496e-16,0.1095445115010331,1.0000000000000009,-0.0237899080027497,1.0,exact_target,-1
ct_w3_i2,3,target_direction,100,False,0.02,0,0.0,-9.996014537378848,1.0039854626211522,0.2790803043484549,64512,0.2790803043484549,0.0,0,True,4.288212097233055,72.8361281014079,0.2392057719359922,1.5617707618842311,6276.410128047569,47,0.0016649226235499,10.44973721686462,16.431676725154986,1.0,3.0,1.5434895314732314e-14,9.393378151788545e-16,0.1095445115010331,1.0000000000000009,-0.0134180606098134,0.9999999999999992,exact_target,-1
ct_w3_i2,3,target_direction,150,False,0.02,0,0.0,-10.512669805372738,0.4873301946272619,0.5743645542922088,64512,0.5743645542922088,0.0,0,True,2.503811750762508,12.229019206335542,0.2055086615058257,1.3417628523597882,30029.542493334797,47,0.0003021230296215,9.072616356235397,21.908902300206652,1.0,4.000000000000002,4.657646926676369e-15,2.1259152388627135e-16,0.1095445115010331,1.0000000000000009,-0.0076423896923611,1.0000000000000018,exact_target,-1
ct_w3_i2,3,target_direction,199,False,,0,0.0,-10.786396462972531,0.2136035370274669,0.7974193972499829,64512,0.7974193972499829,0.0,0,True,1.2901201331066998,3.6332229999029,0.1196972054698945,0.7815011915019873,106970.69233623343,47,4.940591716778869e-05,5.284985164944958,27.276583363757187,1.000000000000001,4.97999999999999,5.968334288162385e-14,2.188079866370872e-15,0.0,,0.0,,exact_target,-1
ct_w3_i3,3,adam,0,False,,0,0.0,-8.45845913078655,3.541540869213449,0.0058552407425207,64512,0.0058552407425207,0.0,0,True,8.68195903456663,5895.584940322334,0.1222562486170472,1.0,135.87662402484366,47,0.0306162391843326,4.16003122070425,6.082762530298219,1.0000000000000002,1.0,0.0,0.0,0.1371129819214754,0.5035810119794242,-0.0979971035738044,0.3668253723496684,exact_target,-1
ct_w3_i3,3,adam,50,False,,0,0.0,-10.91953181368386,1.080468186316141,2.626185759597585e-05,54408,0.3394996403611792,1.0,4,True,1.8615407325251183,6.433641660038293,0.0159022139871239,0.1300728115495817,79299000.5509419,47,4.7810134664013273e-08,3.791295895062195,8.158857233320806,0.9101669380121428,1.2208140739904487,3.379738485940061,0.4551271125416553,0.0231345191146855,0.2243338195238151,-0.0021364616247861,0.7563056552973266,exact_target,-1
ct_w3_i3,3,adam,100,False,,0,0.0,-10.965945770598704,1.0340542294012955,1.4395390648784634e-06,54408,0.3834579797477989,1.0,4,True,1.5560886909950096,4.740244378364681,0.006668437601656,0.054544758873995,624973400.0878055,47,6.2694423886721744e-09,3.918234726303061,8.527463706484948,0.8873905643355094,1.244038509337838,3.931317869995272,0.5195214390482852,0.0095904358890207,0.1939979545291635,-0.0004075434041435,0.6840653852716625,exact_target,-1
ct_w3_i3,3,adam,150,False,,0,0.0,-10.979327084676994,1.020672915323006,2.989265523353647e-07,54408,0.4039854741168213,1.0,4,True,1.4194840159094373,4.134986302561378,0.004000403394804,0.032721463647513,1960888774.5929751,47,2.0157122911213313e-09,3.952587604468906,8.757156433460459,0.8732104096416259,1.257132777824043,4.267742309483186,0.5581053379052574,0.0068690733838336,0.2004650244057678,-0.0001741377945438,0.575631782257197,exact_target,-1
ct_w3_i3,3,adam,199,False,,0,0.0,-10.98566428615816,1.0143357138418398,9.378596893017789e-08,54408,0.4178649180569135,1.0,4,True,1.3292166466798931,3.7780826544791113,0.0027583517397723,0.0225620511914495,4752973525.112668,47,8.348214041777642e-10,3.967884032254296,8.939094896953161,0.8622111486432853,1.2670866634268303,4.528089984670247,0.5874999945892073,0.0,,0.0,,exact_target,-1
ct_w3_i3,3,armijo_gd,0,False,1.0,1,0.0,-8.45845913078655,3.541540869213449,0.0058552407425207,64512,0.0058552407425207,0.0,0,True,8.68195903456663,5895.584940322334,0.1222562486170472,1.0,135.87662402484366,47,0.0306162391843326,4.16003122070425,6.082762530298219,1.0000000000000002,1.0,0.0,0.0,0.8381466132592337,0.5101202727127058,-0.7024897453179234,0.3719838947339036,exact_target,-1
ct_w3_i3,3,armijo_gd,7,True,,0,0.0,-11.91846598640512,0.0815340135948794,0.9354315433329092,64512,0.9354315433329092,0.0,0,True,0.3935985606409505,1.482305373500322,0.016824062273534,0.1376131074186102,6239237.629991502,47,3.4776525577795265e-08,0.2169790070253421,7.891286145720953,0.9112316761289678,1.182158577712233,3.2503749980392893,0.4520191860168426,0.0,,0.0,,exact_target,-1
ct_w3_i3,3,diagonal_fisher,0,False,1.0,1,0.0,-8.45845913078655,3.541540869213449,0.0058552407425207,64512,0.0058552407425207,0.0,0,True,8.68195903456663,5895.584940322334,0.1222562486170472,1.0,135.87662402484366,47,0.0306162391843326,4.16003122070425,6.082762530298219,1.0000000000000002,1.0,0.0,0.0,0.8982883829181151,0.5380896001760356,-0.7519491022061214,0.3747431233497561,exact_target,-1
ct_w3_i3,3,diagonal_fisher,5,True,,0,0.0,-11.98819106993678,0.0118089300632213,0.9882431735401236,64512,0.9882431735401236,0.0,0,True,0.0739128711940997,1.0767129886922042,0.0046284947639186,0.037858962762851,404491444917.4946,32,2.2073218036026492e-13,0.0892842785737125,15.202942346737716,0.685137429980445,1.7123970886093565,11.074033402620396,1.063164548040067,0.0,,0.0,,exact_target,-1
ct_w3_i3,3,exact_natural,0,False,1.0,1,0.0,-8.45845913078655,3.541540869213449,0.0058552407425207,64512,0.0058552407425207,0.0,0,True,8.68195903456663,5895.584940322334,0.1222562486170472,1.0,135.87662402484366,47,0.0306162391843326,4.16003122070425,6.082762530298219,1.0000000000000002,1.0,0.0,0.0,6.082762530298219,1.0000000000000002,-2.6007190551294728,0.9999999999999996,exact_target,-1
