instance_id,width,optimizer,success,first_success,minimum_gap,final_gap,gradient_evaluations,projection_displacement,initialization,seed
ct_w3_i3,3,ray_projected,False,-1,0.2080204773921732,0.2080204773921732,200,2.109792374710211,target_biased,19
ct_w3_i3,3,target_direction,False,-1,0.4215264924510968,0.4215264924510968,200,0.0,target_biased,19
ct_w3_i3,3,adam,False,-1,1.0088039033853209,1.0088039033853209,200,0.0,target_biased,42
ct_w3_i3,3,armijo_gd,False,-1,1.00284087980255,1.00284087980255,399,0.0,target_biased,42
ct_w3_i3,3,diagonal_fisher,False,-1,1.000000004859844,1.000000004859844,399,0.0,target_biased,42
ct_w3_i3,3,exact_natural,True,6,0.0577318575134295,0.0577318575134295,13,0.0,target_biased,42
ct_w3_i3,3,projected_adam,False,-1,2.400527636075136,2.400527636075136,200,0.0,target_biased,42
ct_w3_i3,3,ray_projected,False,-1,0.2095141703854253,0.2095141703854253,200,1.5547875380757898,target_biased,42
ct_w3_i3,3,target_direction,False,-1,0.3417700625400712,0.3417700625400712,200,0.0,target_biased,42
ct_w3_i3,3,adam,False,-1,1.0086080053523112,1.0086080053523112,200,0.0,target_biased,50
ct_w3_i3,3,armijo_gd,False,-1,1.00284985568792,1.00284985568792,399,0.0,target_biased,50
ct_w3_i3,3,diagonal_fisher,False,-1,1.000000003915213,1.000000003915213,399,0.0,target_biased,50
ct_w3_i3,3,exact_natural,True,7,0.0613731158379646,0.0613731158379646,15,0.0,target_biased,50
ct_w3_i3,3,projected_adam,False,-1,2.451109861266483,2.451109861266483,200,0.0,target_biased,50
ct_w3_i3,3,ray_projected,False,-1,0.2134886579859198,0.2134886579859198,200,1.8557314631338544,target_biased,50
ct_w3_i3,3,target_direction,False,-1,0.6160655209746917,0.6160655209746917,200,0.0,target_biased,50
ct_w3_i3,3,adam,False,-1,1.010908605789847,1.010908605789847,200,0.0,target_biased,101
ct_w3_i3,3,armijo_gd,False,-1,1.002819587235182,1.002819587235182,399,0.0,target_biased,101
ct_w3_i3,3,diagonal_fisher,False,-1,1.0000000028760585,1.0000000028760585,399,0.0,target_biased,101
ct_w3_i3,3,exact_natural,True,6,0.0590568584668123,0.0590568584668123,13,0.0,target_biased,101
ct_w3_i3,3,projected_adam,False,-1,2.666996769923168,2.666996769923168,200,0.0,target_biased,101
ct_w3_i3,3,ray_projected,False,-1,0.2213066283727833,0.2213066283727833,200,2.340523941431565,target_biased,101
ct_w3_i3,3,target_direction,False,-1,0.3636653408047792,0.3636653408047792,200,0.0,target_biased,101
