instance_id,width,optimizer,step,success_at_step,alpha,line_trials,projection_displacement,energy,gap,pstar,dominant_index,dominant_probability,dominant_gap,dominant_hamming,dominant_local_min,entropy,effective_support,gradient_rms,gradient_ratio,fisher_condition,fisher_rank,fisher_min_kept,fisher_max,theta_norm,theta_target_cosine,beta_projection,transverse_norm,transverse_ratio,update_norm,update_target_cosine,gradient_update_dot,update_fisher_target_cosine,replay_checkpoint,replay_budget,trap_v1
ct_w5_i1,5,adam,250,False,,0,0.0,-10.999974381789167,1.000025618210831,7.793705049245147e-25,9994,0.9997223970866116,1.0,8,True,0.0028329241902527,1.0028369407119249,6.756784208194628e-06,0.0048081207653825,240776767338.4853,51,1.3205655310267696e-14,0.0031796149961925,11.52922298415032,0.7146599575752692,1.4680613708519803,8.064369205197915,0.9787480604532194,0.0035733510297912,0.2690270898329558,-1.3770988789824336e-07,0.4101916348318337,199,1000,True
ct_w5_i1,5,adam,275,False,,0,0.0,-10.999977489003893,1.0000225109961072,4.557531628000129e-25,9994,0.9997436408328216,1.0,8,True,0.0026331654188522,1.0026366352437863,5.930971385417727e-06,0.0042204732012206,279216804812.01385,51,1.0585203188401718e-14,0.0029555666125514,11.601946652102122,0.7121781637216297,1.4721912792794856,8.144552197048448,0.9857066653589818,0.0033072908258236,0.2696974491076782,-1.1172694378478567e-07,0.400636587303317,199,1000,True
ct_w5_i1,5,adam,300,False,,0,0.0,-10.999980029388857,1.0000199706111434,2.7676997133718294e-25,9994,0.999761841005554,1.0,8,True,0.0024609350577209,1.0024639656439154,5.257070850155029e-06,0.003740926266235,320462266090.31085,51,8.618744065241792e-15,0.0027619822539998,11.669650557167584,0.7098940690078942,1.4760331873625645,8.219033645462064,0.9921317750906932,0.003078654214156,0.2702673762624732,-9.20833779891569e-08,0.3920830687410914,199,1000,True
ct_w5_i1,5,adam,325,False,,0,0.0,-10.999982137024976,1.0000178629750245,1.7367061191115556e-25,9994,0.999777608501646,1.0,8,True,0.0023108422037725,1.0023135142574529,4.698831214228424e-06,0.0033436835094953,364532343908.2218,51,7.113215402849821e-15,0.0025929970835249,11.733000068066044,0.7077794303158537,1.479625247254701,8.288584204757855,0.9980983641497092,0.0028801865512595,0.2707592734268005,-7.692791931403652e-08,0.3843429061266157,199,1000,True
ct_w5_i1,5,adam,350,False,,0,0.0,-10.99998390793931,1.0000160920606902,1.1214159917560473e-25,9994,0.999791401777244,1.0,8,True,0.0021788171261399,1.00218119247301,4.23038377322439e-06,0.0030103367872706,411405312113.6148,51,5.940991647709006e-15,0.0024441555230901,11.79253851517486,0.7058114994690027,1.4829986521236778,8.3538306819424,1.0036669777525165,0.0027063673219324,0.2711892123861859,-6.502778172168465e-08,0.3772762452377066,199,1000,True
ct_w5_i1,5,adam,375,False,,0,0.0,-10.99998541248678,1.0000145875132187,7.426180036398105e-26,9994,0.9998035713128492,1.0,8,True,0.0020617313231184,1.002063858152542,3.83283253932303e-06,0.0027274397338607,461125743117.7001,51,5.013849326538008e-15,0.00231201499658,11.84871482115535,0.7039717113883639,1.486179196040386,8.41528917665068,1.0088871482864916,0.002552929226533,0.271569034824436,-5.553907711007914e-08,0.3707763856167019,199,1000,True
ct_w5_i1,5,adam,400,False,,0,0.0,-10.999986703247332,1.0000132967526678,5.0291127373165435e-26,9994,0.9998143894740844,1.0,8,True,0.0019571409226898,1.001959057373036,3.492091203663685e-06,0.0024849685462178,513708659929.49646,51,4.270660039212516e-15,0.0021938750457583,11.901903885064934,0.7022447349541064,1.4891884309095778,8.473389365097267,1.0137998737743037,0.0024165261455222,0.2719076812305465,-4.787003148379932e-08,0.36476010959495,199,1000,True
ct_w5_i1,5,adam,425,False,,0,0.0,-10.99998782021006,1.000012179789941,3.4746158339527897e-26,9994,0.9998240710367324,1.0,8,True,0.0018631093676594,1.0018648460342832,3.197469547544995e-06,0.0022753160755946,569160985454.2899,51,3.667834568745496e-15,0.0020875883376304,11.95242183264758,0.700617774611115,1.4920445353448013,8.528492566614782,1.018439446008273,0.0022944999721445,0.2722120332094903,-4.159674907496725e-08,0.3591612589989629,199,1000,True
ct_w5_i1,5,adam,450,False,,0,0.0,-10.999988794263857,1.0000112057361434,2.4441596818152583e-26,9994,0.9998327875921894,1.0,8,True,0.0017780823446932,1.0017796640704462,2.9407253468238326e-06,0.00209261716368,627512205665.6193,51,3.173526035146624e-15,0.0019914263220521,12.000537579733772,0.6990800484276455,1.4947629753689369,8.58090537751046,1.0228348198417676,0.0021847139341062,0.2724874807721122,-3.64098028096705e-08,0.3539263997880844,199,1000,True
ct_w5_i1,5,adam,475,False,,0,0.0,-10.999989649601329,1.0000103503986733,1.7474460231658963e-26,9994,0.9998406778524784,1.0,8,True,0.0017007978907878,1.001702245067856,2.71541351206768e-06,0.0019322854913937,688761168965.9183,51,2.764357423847368e-15,0.0019039820506887,12.046481715371812,0.6976223922818415,1.497357013064735,8.630890101530772,1.0270106537578467,0.0020854318336792,0.272738312758732,-3.2079482389767624e-08,0.3490117199138113,199,1000,True
ct_w5_i1,5,adam,500,False,,0,0.0,-10.999990405407887,1.000009594592111,1.2678763236528698e-26,9994,0.9998478551484022,1.0,8,True,0.0016302206924574,1.0016315502245892,2.5164300517137104e-06,0.0017906890635345,752980432324.5085,51,2.422504876251645e-15,0.0018240987690281,12.090453407479483,0.6962369557059888,1.49983810263406,8.6786728290606,1.0309881110380394,0.0019952289686594,0.2729679828653808,-2.84326515507424e-08,0.3443808685866195,199,1000,True
ct_w5_i1,5,adam,525,False,,0,0.0,-10.99999107707018,1.000008922929819,9.323565351376388e-27,9994,0.9998544129709908,1.0,8,True,0.0015654933243024,1.0015667193486708,2.3396866535593043e-06,0.0016649186413003,820129183707.6921,51,2.134805971092786e-15,0.0017508166784466,12.13262583175677,0.69491696528791,1.502216202153395,8.724449768095885,1.0347854841317856,0.0019129257281516,0.2731793081511282,-2.533701660705528e-08,0.3400033561282739,199,1000,True
ct_w5_i1,5,adam,550,False,,0,0.0,-10.99999167705489,1.00000832294511,6.941024252553954e-27,9994,0.9998604291255384,1.0,8,True,0.0015058995485519,1.0015070339846546,2.181874464702882e-06,0.0015526196483339,890292984043.9524,51,1.890762636006767e-15,0.0016833327093292,12.173150485185213,0.6936565385262626,1.5045000215431763,8.768392259589401,1.0384186867472678,0.0018375373842367,0.2733746166651311,-2.2690226073182852e-08,0.3358533209129404,199,1000,True
ct_w5_i1,5,adam,575,False,,0,0.0,-10.999992215557343,1.000007784442655,5.225957354700668e-27,9994,0.9998659688858862,1.0,8,True,0.001450836340601,1.0014518893128133,2.0402901250085832e-06,0.0014518683763144,963483472654.5776,51,1.6824053544755892e-15,0.0016209697533427,12.212160643502823,0.6924505359415785,1.506697221484376,8.810650786974481,1.041901645447437,0.0017682355233575,0.2735558413738633,-2.041219025573864e-08,0.3319086865584108,199,1000,True
ct_w5_i1,5,adam,600,False,,0,0.0,-10.999992700986608,1.000007299013392,3.975794742272275e-27,9994,0.9998710874182668,1.0,8,True,0.001399792313848,1.0014007724803988,1.912705894600487e-06,0.0013610795678134,148508045788.6466,50,1.0525711627469618e-14,0.0015631528643303,12.249774160934392,0.6912944423192705,1.5088145745347423,8.8513582151865,1.045246614628771,0.0017043185109914,0.2737246157588064,-1.843958695542482e-08,0.3281504122569685,199,1000,True
ct_w5_i1,5,adam,625,False,,0,0.0,-10.999993140333103,1.000006859666895,3.053908703860053e-27,9994,0.9998758316643616,1.0,8,True,0.0013523308996591,1.0013532457114198,1.7972712790052728e-06,0.0012789364128471,160250478045.05157,50,9.418946349392996e-15,0.0015093906551709,12.286095753122764,0.6901842706513718,1.5108580966456198,8.89063242557092,1.0484644316676186,0.0016451880865446,0.2738823060772226,-1.6721868329458233e-08,0.3245619814201543,199,1000,True
ct_w5_i1,5,adam,650,False,,0,0.0,-10.999993539449855,1.0000064605501429,2.3667769518480783e-27,9994,0.999880241819057,1.0,8,True,0.0013080771031251,1.0013089330091354,1.692438025566317e-06,0.001204337176401,172477098173.36642,50,8.460605100209664e-15,0.0014592606164749,12.321218874587418,0.689116483657611,1.5128331552116805,8.928578479074696,1.0515647256977938,0.0015903311606447,0.2740300910618755,-1.521833008826894e-08,0.3211289776950906,199,1000,True
ct_w5_i1,5,adam,675,False,,0,0.0,-10.999993903270513,1.0000060967294877,1.84950213769662e-27,9994,0.9998843525008544,1.0,8,True,0.0012667069798992,1.0012675095920414,1.5969019064208816e-06,0.0011363537712554,185194098366.3701,50,7.626579024764731e-15,0.0014123974261111,12.355227274705603,0.6880879293130753,1.514744558867729,8.965290404282424,1.0545560893537178,0.0015393052140174,0.2741689815503063,-1.38959249763962e-08,0.3178387176149992,199,1000,True
ct_w5_i1,5,adam,700,False,,0,0.0,-10.99999423597949,1.000005764020511,1.4564755209897079e-27,9994,0.9998881936870024,1.0,8,True,0.0012279392024052,1.001228693428431,1.509557407183257e-06,0.0010741995144986,198403750366.85437,50,6.897468221979578e-15,0.0013684835632769,12.388196293010626,0.6870957873932693,1.5165966320017097,9.000852684712486,1.0574462213735272,0.0014917265766543,0.2742998437015798,-1.2727619616100584e-08,0.3146800175677542,199,1000,True
ct_w5_i1,5,adam,725,False,,0,0.0,-10.999994541146298,1.0000054588537015,1.1552633928231143e-27,9994,0.999891791466782,1.0,8,True,0.0011915282457555,1.001192238397563,1.429461995328221e-06,0.001017203700945,212116807372.86237,50,6.257126574427293e-15,0.0013272417122954,12.420193947019106,0.6861375249540135,1.5183932775138715,9.03534150476846,1.0602420455132409,0.0014472610492169,0.2744234383199451,-1.1691144577326331e-08,0.3116429203737224,199,1000,True
ct_w5_i1,5,adam,750,False,,0,0.0,-10.999994821832294,1.0000051781677062,9.225457465261568e-28,9994,0.9998951686523871,1.0,8,True,0.0011572588464103,1.0011579287288133,1.3558077206775495e-06,0.0009647913940702,226334827577.7053,50,5.6925776280041775e-15,0.001288428575907,12.45128184945094,0.6852108589722659,1.5201380296560936,9.06882579910183,1.0629498104650066,0.0014056161238522,0.2745404139930405,-1.0768033811676751e-08,0.3087185866216115,199,1000,True
ct_w5_i1,5,adam,775,False,,0,0.0,-10.999995080676184,1.000004919323816,7.413817866132049e-28,9994,0.9998983452786216,1.0,8,True,0.0011249414564295,1.0011255744404042,1.2878984831281725e-06,0.0009164672497492,241065282619.3003,50,5.192907826465706e-15,0.0012518297928029,12.481515987462249,0.6843137248223877,1.521834098974833,9.101368142427576,1.0655751742742336,0.0013665347541781,0.2746513711367325,-9.942881314135686e-09,0.3058990727918272,199,1000,True
ct_w5_i1,5,adam,800,False,,0,0.0,-10.999995319963118,1.0000046800368825,5.993455426577635e-28,9994,0.9999013390136112,1.0,8,True,0.0010944084975309,1.001095007581038,1.22513172560476e-06,0.0008718024889806,256314508918.1964,50,4.749070776611185e-15,0.0012172557439248,12.510947386418454,0.6834442495550569,1.5234844105819882,9.133025506545504,1.0681232759774888,0.0013297901530933,0.2747568159714285,-9.202760407086337e-09,0.3031772347963949,199,1000,True
ct_w5_i1,5,adam,825,False,,0,0.0,-10.999995541680828,1.0000044583191716,4.872396721900787e-28,9994,0.999904165498722,1.0,8,True,0.0010655112528487,1.0010660791116324,1.166983517550733e-06,0.0008304242833136,272089063719.5751,50,4.353493863582135e-15,0.0011845380692509,12.539622678331064,0.6826007290821369,1.5250916368238503,9.163849908338095,1.070598796848723,0.001295181421171,0.2748571849319142,-8.536765742224677e-09,0.300546637911227,199,1000,True
ct_w5_i1,5,adam,850,False,,0,0.0,-10.9999957475655,1.0000042524345003,3.9819828615787155e-28,9994,0.9999068386315992,1.0,8,True,0.001038117272236,1.001038656302481,1.1129963979683833e-06,0.0007920071039678,288394270585.80554,50,3.9998254960255714e-15,0.0011535267563968,12.567584592009414,0.6817816086623587,1.5266582255638828,9.193888967152786,1.0730060128372283,0.0012625300429148,0.2749528953185426,-7.935650914252135e-09,0.2980014413096327,199,1000,True
ct_w5_i1,5,adam,875,False,,0,0.0,-10.999995939139524,1.0000040608604763,3.27054601045149e-28,9994,0.9999093708030832,1.0,8,True,0.0010121081951499,1.0010126205494874,1.0627693744936608e-06,0.0007562656051851,305233611868.9886,50,3.682712690899261e-15,0.0011240876961189,12.594872377378776,0.6809854661070349,1.5281864246907853,9.223186386562343,1.075348839746952,0.0012316767944392,0.2750443067599735,-7.391538413510863e-09,0.2955363629336724,199,1000,True
ct_w5_i1,5,adam,900,False,,0,0.0,-10.999996117742809,1.000003882257193,2.698908660789328e-28,9994,0.9999117730961476,1.0,8,True,0.0009873779185573,1.000987865536609,1.015949635534158e-06,0.0007229487265954,322621325187.9511,50,3.397483481645592e-15,0.0010961006231526,12.621522171501452,0.6802109972876624,1.529678303152104,9.251782370169128,1.077630872260164,0.0012024792120944,0.2751317358172216,-6.897686753852915e-09,0.2931465777512729,199,1000,True
ct_w5_i1,5,adam,925,False,,0,0.0,-10.99999628455872,1.000003715441279,2.237150376509848e-28,9994,0.9999140554547492,1.0,8,True,0.0009638310378157,1.000964295672215,9.722256682649031e-07,0.0006918347959896,340569202785.6606,50,3.140205729898516e-15,0.0010694573620145,12.6475673207186,0.6794570035099686,1.5311357695482577,9.279713986498711,1.079855417984026,0.001174809527639,0.2752154818076632,-6.4483020981340844e-09,0.2908276645251052,199,1000,True
ct_w5_i1,5,adam,950,False,,0,0.0,-10.999996440635885,1.0000035593641154,1.8622648561547983e-28,9994,0.9999162268264896,1.0,8,True,0.0009413815271267,1.0009418247657913,9.313215303321572e-07,0.0006627274530696,359063258393.2768,50,2.9077337124627576e-15,0.0010440603413368,12.673038659197344,0.6787223805729291,1.5325605881264968,9.307015484822912,1.0820255269701728,0.0011485527107208,0.2752957922265946,-6.038384849326895e-09,0.2885755964248288,199,1000,True
ct_w5_i1,5,adam,975,False,,0,0.0,-10.99999658690634,1.00000341309366,1.556447911058237e-28,9994,0.9999182952848306,1.0,8,True,0.0009199516061212,1.0009203748913906,8.929920032606951e-07,0.000635452200618,378133103939.9332,50,2.6969903096016146e-15,0.0010198213170655,12.697964756099385,0.6780061091347577,1.533954392982012,9.333718574879706,1.0841440177518438,0.0011236050056132,0.2753728991578821,-5.663604537343093e-09,0.2863866762884156,199,1000,True
ct_w5_i1,5,adam,999,False,,0,0.0,-10.99999671887204,1.0000032811279596,1.314945728871537e-28,9994,0.9999201909700776,1.0,8,True,0.0009002726044627,1.0009006779714815,8.584147443281476e-07,0.0006108470583549,396962152113.898,50,2.513002694344503e-15,0.000997566957815,12.721405481168375,0.6773348777933647,1.535264676629715,9.358817882410795,1.08613163066066,0.0,,0.0,,199,1000,True
ct_w5_i1,5,armijo_gd,0,False,1.0,1,0.0,-10.993772532330214,1.0062274676697864,1.3050483350482454e-12,9994,0.9691288465953104,1.0,8,True,0.1833742340491167,1.201263877817199,0.0014052858773519,1.0,45569088.13024984,51,6.744384006524485e-09,0.3073354291775618,8.309225914671824,0.8586598805473616,1.2712368154556908,4.258858944658905,0.596913660167173,0.0100357485147508,0.1841647055754717,-0.0001007162482513,0.5883540940708458,199,1000,False
ct_w5_i1,5,armijo_gd,25,False,1.0,1,0.0,-10.995542368917334,1.0044576310826656,4.178950820529711e-13,9994,0.9740995805807816,1.0,8,True,0.1561334659183855,1.1689822119631998,0.0009839606204048,0.7001853759884302,69926979.4934204,51,3.809330779017889e-09,0.2663749952680391,8.436217332528745,0.8504536985676419,1.2783305169754324,4.437871358747583,0.6185520854667728,0.0070268843471261,0.1948910784378053,-4.937710362788672e-05,0.5325792464558017,199,1000,False
ct_w5_i1,5,armijo_gd,50,False,1.0,1,0.0,-10.996504472528173,1.0034955274718271,1.7528118913228785e-13,9994,0.9773107633177726,1.0,8,True,0.1384506615338893,1.1484930152885633,0.0007638105460522,0.5435268071515135,96078037.76599371,51,2.475658442859447e-09,0.2378564053687512,8.534472045989926,0.8442583279741317,1.283798123822312,4.57393462871938,0.634801493378191,0.005454698347598,0.2009191093295579,-2.9753734063289244e-05,0.4967571089919365,199,1000,False
ct_w5_i1,5,armijo_gd,75,False,1.0,1,0.0,-10.997116634075711,1.002883365924287,8.649390270024606e-14,9994,0.979610051389154,1.0,8,True,0.1257174555948289,1.1339617284738606,0.0006263874067892,0.4457366411235894,123750950.77710935,51,1.750011523700529e-09,0.2165655899288383,8.61511288561084,0.8392700465114902,1.2882715589739242,4.684164421483635,0.6478424997106522,0.0044733008341261,0.2048981921282648,-2.001042035259329e-05,0.4715459748681825,199,1000,False
ct_w5_i1,5,armijo_gd,100,False,1.0,1,0.0,-10.997542653830882,1.002457346169118,4.76355396888628e-14,9994,0.9813600628928778,1.0,8,True,0.1159694906641167,1.1229616107976443,0.0005318097064458,0.378435245822009,152743396.63069698,51,1.3087863907057406e-09,0.1999084787804253,8.683720823410642,0.8350923354393212,1.29206711591829,4.776999919380078,0.658741286392953,0.0037978809561876,0.2077766607725504,-1.4423899757372482e-05,0.4525515898605964,199,1000,False
ct_w5_i1,5,armijo_gd,125,False,1.0,1,0.0,-10.997857094706625,1.0021429052933772,2.8407673573787958e-14,9994,0.9827482511524008,1.0,8,True,0.1081929561941215,1.1142627285399855,0.0004625077697271,0.3291200581896765,182902458.00000197,51,1.019283077983149e-09,0.1864293803609256,8.743539745567864,0.8314981534834042,1.2953684070678342,4.857276913703498,0.6681043288204699,0.0033029661351517,0.2099854499969264,-1.0909585289959388e-05,0.4375268647768334,199,1000,False
ct_w5_i1,5,armijo_gd,150,False,1.0,1,0.0,-10.998099108850186,1.0019008911498144,1.7997089735022394e-14,9994,0.983883120982021,1.0,8,True,0.1018009858823132,1.1071631087117697,0.0004094402695269,0.2913572790601422,214109067.47408316,51,8.184620612363227e-10,0.175240148694225,8.796636397549902,0.828344731160382,1.2982922911116055,4.92804032107747,0.676311071819829,0.0029239883805896,0.2117514214214277,-8.549708049823434e-06,0.4252105874314836,199,1000,False
ct_w5_i1,5,armijo_gd,175,False,1.0,1,0.0,-10.998291335260946,1.0017086647390538,1.195733181527488e-14,9994,0.984832531025954,1.0,8,True,0.0964261432678692,1.1012282450207138,0.0003674496707096,0.2614768116805407,246267945.79565617,51,6.731055026507317e-10,0.1657643094415483,8.8444143248896,0.8255362250500511,1.300918044208071,4.991337534299654,0.6836152229369611,0.0026241155244647,0.2132066378325219,-6.885982285737058e-06,0.4148387989897469,199,1000,False
ct_w5_i1,5,armijo_gd,200,False,1.0,1,0.0,-10.998447815450415,1.0015521845495847,8.255985220126896e-15,9994,0.98564141062262,1.0,8,True,0.0918247203202617,1.096172668446732,0.0003333679460438,0.2372242910973088,279301105.1293371,51,5.642991030959325e-10,0.1576093631181877,8.887872882756033,0.823005090697904,1.3033020525147303,5.048613950107801,0.6901949969508705,0.0023807233270426,0.2144338205288029,-5.667843559924997e-06,0.4059198148004826,199,1000,False
ct_w5_i1,5,armijo_gd,225,False,1.0,1,0.0,-10.998577737896843,1.001422262103155,5.8842791303817e-15,9994,0.9863408488029812,1.0,8,True,0.0878277227571252,1.0918000135291546,0.000305136979474,0.2171351640202036,313143468.78577614,51,4.806029963877037e-10,0.1504976893976834,8.927750201899011,0.8207018991688437,1.3054859186026664,5.100929222397388,0.6961804589178042,0.0021791138998159,0.2154877583918583,-4.748537388371054e-06,0.3981214210323081,199,1000,False
ct_w5_i1,5,armijo_gd,250,False,1.0,1,0.0,-10.998687375919484,1.0013126240805157,4.3072617706205205e-15,9994,0.9869531299213594,1.0,8,True,0.0843137327634757,1.0879701721596178,0.0002813594905114,0.2002151270754969,347739855.8773697,51,4.1475462501137277e-10,0.1442267135259273,8.964607686444264,0.8185893711815722,1.3075012506268,5.149084003932179,0.7016694808475853,0.0020093086641785,0.2164063699416439,-4.037321307943087e-06,0.3912100922707012,199,1000,False
ct_w5_i1,5,armijo_gd,275,False,1.0,1,0.0,-10.998781162853968,1.0012188371460322,3.2253791847863856e-15,9994,0.9874946958949484,1.0,8,True,0.0811929451499205,1.0845801408576543,0.0002610524381748,0.1857646493016814,383042864.8102622,51,3.619561920589192e-10,0.1386447367420619,8.998882703289134,0.8166386871613919,1.3093726473033322,5.193698386324819,0.7067375783390007,0.0018642873033225,0.2172168463288729,-3.475567149329721e-06,0.3850162157952348,199,1000,False
ct_w5_i1,5,armijo_gd,300,False,1.0,1,0.0,-10.998862322738368,1.0011376772616334,2.463063764024722e-15,9994,0.9879779749331112,1.0,8,True,0.0783973071500881,1.081552281773009,0.0002435035367378,0.173276868900682,419011271.3646866,51,3.1893089124809843e-10,0.1336356382193383,9.03092288931894,0.8148271026183057,1.311119640525169,5.235262630665535,0.7114442492061894,0.0017389630797107,0.2179392655247947,-3.0239925925969244e-06,0.3794131743742099,199,1000,False
ct_w5_i1,5,armijo_gd,325,False,1.0,1,0.0,-10.998933257559786,1.001066742440214,1.9133436222900413e-15,9994,0.9884125563909428,1.0,8,True,0.0758741783914736,1.0788268258908753,0.0002281837260431,0.1623753072030637,455608993.4292061,51,2.833764126358301e-10,0.1291088421225899,9.061009302370524,0.8131363501536203,1.312758005562186,5.274171192790914,0.7158372104488427,0.0016295577480953,0.218588821580252,-2.65545845437763e-06,0.3743042197864488,199,1000,False
ct_w5_i1,5,armijo_gd,350,False,1.0,1,0.0,-10.998995794293275,1.0010042057067228,1.5088246001856256e-15,9994,0.9888059712812568,1.0,8,True,0.0735821142611415,1.0763569172961756,0.0002146916299211,0.1527743453350987,492803910.683987,51,2.53635437025784e-10,0.1249925352543484,9.089372520755848,0.8115515353883581,1.3143006716775096,5.310746253640347,0.7199553191118113,0.0015332049092887,0.2191772554847919,-2.3507172938671328e-06,0.369613933366323,199,1000,False
ct_w5_i1,5,armijo_gd,375,False,1.0,1,0.0,-10.999051347705016,1.0009486522949853,1.2057915938236456e-15,9994,0.989164225877784,1.0,8,True,0.071487979483652,1.0741052393241246,0.0002027171154738,0.144253293042304,530567532.9784123,51,2.2848921766930206e-10,0.121228960530969,9.116204130439632,0.8100603539722788,1.3157583714801406,5.345254422949608,0.7238306396172801,0.0014476897713972,0.2197138044968624,-2.095805674208148e-06,0.3652824952555878,199,1000,False
ct_w5_i1,5,armijo_gd,400,False,1.0,1,0.0,-10.99910103068933,1.0008989693106702,9.75152800886927e-16,9994,0.9894921756743992,1.0,8,True,0.0695649224252322,1.0720416584899533,0.0001920166886442,0.1366388802014094,568874206.5480235,51,2.070248116809289e-10,0.1177710754807424,9.141665105333034,0.8086525236173983,1.317140114364564,5.377918867992738,0.7274899407126522,0.0013712734390385,0.2202058507268298,-1.880390844612519e-06,0.3612617330020399,199,1000,False
