instance_id,width,step,trap,energy,gap,pstar,dominant_index,dominant_probability,dominant_gap,dominant_hamming,dominant_local_min,entropy,effective_support,gradient_rms,gradient_ratio,fisher_condition,fisher_rank,fisher_min_kept,fisher_max,theta_norm,theta_target_cosine,beta_projection,transverse_norm,transverse_ratio,update_norm,update_target_cosine,gradient_update_dot,update_fisher_target_cosine,trap_v1
ct_w5_i1,5,0,False,-8.294591287010245,3.7054087129897546,0.0076283294287962,64512,0.0076283294287962,0.0,0,True,8.58129511838121,5331.005339310763,0.1299186826120315,1.0,69.26731753446465,51,0.0650875831815306,4.508442291785967,5.612486080160912,1.0,1.0,0.0,0.0,0.1428285379799268,0.573835593570283,-0.1092931211668518,0.4246049471900844,False
ct_w5_i1,5,25,False,-10.889762516778726,1.1102374832212742,9.407083035085357e-08,9994,0.6978292692949751,1.0,8,True,1.3233565520250856,3.756007476998026,0.0255224331397596,0.1964492914077317,336490.7875524444,51,6.882984113877131e-06,2.3160607451894792,7.2078423712522754,0.934974391641487,1.2007420490415035,2.556731389141885,0.3793849571848768,0.0712778024281833,0.2546206774747446,-0.0107268359481251,0.53954859668557,False
ct_w5_i1,5,50,False,-10.971747845189077,1.0282521548109234,2.2985369689240383e-10,9994,0.8907473059306669,1.0,8,True,0.5377346652210161,1.712123931888015,0.0067896392832658,0.0522606845047938,8189456.553823623,51,1.2435585750792425e-07,1.0184068922746268,7.754687352988011,0.8975195953527803,1.2400892858769597,3.41961996116047,0.491325846773984,0.0170688848025295,0.1994463087894611,-0.0007510304796579,0.4758211791169265,False
ct_w5_i1,5,55,True,-10.975012707236871,1.024987292763127,1.4650477788553988e-10,9994,0.900907934636224,1.0,8,True,0.4947801798614776,1.640137664139155,0.005981584378694,0.0460409870115175,9884889.487749703,51,9.424579354661852e-08,0.931609253893598,7.799059472319496,0.8943840124042035,1.2428278670460655,3.488518851737628,0.5001206820197278,0.013880142073919,0.1902958398716558,-0.000546286472318,0.4686866027855345,True
ct_w5_i1,5,100,True,-10.986582350228051,1.0134176497719487,1.854886828752322e-11,9994,0.9404036150481676,1.0,8,True,0.321402236186494,1.3790601772535582,0.0031138448195967,0.0239676446604333,20642063.731965262,51,2.7886354228341245e-08,0.575631901233579,8.014805213134888,0.8789140070931122,1.2551166212861569,3.822903871939196,0.5426927501920383,0.0064318506023585,0.1719222107549948,-0.000135053147882,0.4212395828832603,True
ct_w5_i1,5,150,True,-10.991309344735171,1.0086906552648287,4.262857244866703e-12,9994,0.9588670222219928,1.0,8,True,0.2344465805935006,1.2642089373408223,0.0019813980086826,0.015251062963743,32323654.1367143,51,1.2479422596432957e-08,0.403380539832996,8.176377108745802,0.867621382147429,1.263967430248886,4.065502697751932,0.5730903471067772,0.0049178729522792,0.1830225176390336,-6.567407930231979e-05,0.3995802763458066,True
ct_w5_i1,5,199,True,-10.993772532330214,1.0062274676697864,1.3050483350482454e-12,9994,0.9691288465953104,1.0,8,True,0.1833742340491167,1.201263877817199,0.0014052858773519,0.0108166573821292,45569088.13024984,51,6.744384006524485e-09,0.3073354291775618,8.309225914671824,0.8586598805473616,1.2712368154556908,4.258858944658905,0.596913660167173,0.0040205517284475,0.1913654662491822,-3.810677498992362e-05,0.3900256081389803,True
ct_w5_i1,5,399,True,-10.99749069155769,1.0025093084423098,4.30253228848778e-14,9994,0.9857136870217648,1.0,8,True,0.0941137757555753,1.098684742492965,0.0005556054328112,0.0042765630134228,117250663.51420844,51,1.2846835382496947e-09,0.1506299972655577,8.703947658451142,0.833663522583378,1.292860875143175,4.806952642065853,0.6624647491120326,0.0023168811103805,0.2105865820019224,-8.706434160834607e-06,0.3731094848227905,True
ct_w5_i1,5,599,True,-10.998595602818613,1.0014043971813873,4.392706455582991e-15,9994,0.9911209974855392,1.0,8,True,0.0620396922227149,1.0640045765965138,0.0003086481802197,0.0023757028166723,215380382.5202104,51,4.537256105007023e-10,0.0977235955488572,8.976307021734899,0.8177035039505328,1.307790807740936,5.167118021574409,0.7039710894535289,0.0016489273545282,0.220122612724936,-3.4468215106614964e-06,0.3624532048369209,True
ct_w5_i1,5,799,True,-10.999089066641645,1.0009109333583552,7.718524800277688e-16,9994,0.993714914065728,1.0,8,True,0.0457387219938868,1.0468008691793715,0.0001994015013919,0.0015348177597166,339311415.0122194,51,2.1057136525869638e-10,0.0714492679069831,9.187811842935174,0.8059549761927485,1.3193730139147122,5.4389717999837535,0.7345036077286725,0.0012943059122398,0.2259909953702193,-1.7491682089960243e-06,0.3533673364298936,True
ct_w5_i1,5,999,True,-10.999357436549008,1.0006425634509934,1.8660347712070622e-16,9994,0.9952163047717868,1.0,8,True,0.0359094566276045,1.036561988423746,0.0001403055163778,0.0010799487306748,489673913.09180486,51,1.1393713379643412e-10,0.0557920421525644,9.362845254631363,0.7966242233897934,1.3289421520446212,5.659604499655599,0.7587954700079441,0.0,,0.0,,True
ct_w6_i1,6,0,False,-8.241245283940954,3.7587547160590464,0.0082188397191152,64512,0.0082188397191152,0.0,0,True,8.560080949328471,5219.103638287322,0.1534351665185745,1.0,86.31878692633337,52,0.0565536216637144,4.881640018302639,5.5677643628300215,1.0000000000000002,1.0,0.0,0.0,0.1442220211628679,0.4732287298359268,-0.1306706202657372,0.4567680894088934,False
ct_w6_i1,6,25,False,-10.897197378973033,1.102802621026969,2.00319146801204e-06,57619,0.6136363383125966,1.0,7,True,1.4214149206314255,4.142978280529245,0.0224132218566071,0.1460761725304599,845042.1302461688,52,4.243359631694876e-06,3.5858176625680365,7.090797636516013,0.9311333965975014,1.1858401429400176,2.5858632870229274,0.3916503918599372,0.0688211108894325,0.263237475656197,-0.0093894170154456,0.5246788390679261,False
ct_w6_i1,6,50,False,-10.97050078541938,1.0294992145806194,2.612831256451356e-08,57619,0.8262135272866523,1.0,7,True,0.694687557179289,2.0030831272176006,0.0069333943171874,0.0451877784898032,18900105.31474791,52,1.1414261998260522e-07,2.157307538572488,7.63462438636817,0.8942970444012157,1.226277115716892,3.4162943404321005,0.5003637179243636,0.0168192078390647,0.2150025222163565,-0.0007305399679618,0.3681079238810623,False
ct_w6_i1,6,89,True,-10.98402813158355,1.0159718684164505,6.330183717538525e-09,57619,0.9005800524089691,1.0,7,True,0.4479463936440493,1.565094794376077,0.0037226713062935,0.0242621779006762,40211011.9429065,52,3.240262435364781e-08,1.302942314866045,7.860791176557031,0.8785044411950252,1.2403075112183668,3.755368627380168,0.5438039441363518,0.0073331635129825,0.1797682246791073,-0.0001796798086424,0.3085198147641069,True
