instance_id,checkpoint,starting_gap,starting_pstar,dominant_probability,dominant_to_planted_log_odds,minimum_target_increment_to_success,fixed_1000_state_increment,projection_displacement,projected_beta,projected_gap,projected_pstar,minimum_increment_after_projection
ct_w5_i1,199,1.0062274676697864,1.3050483350482454e-12,0.9691288465953103,27.333423330180345,29.557466106872532,20.0,4.258858944658904,1.2712368154556908,3.012111039804225,0.018906887733850467,4.301541639930396
ct_w5_i1,999,1.0006425634509934,1.866034771207062e-16,0.9952163047717868,36.21275057784654,38.41433088557794,20.0,5.659604499655599,1.3289421520446212,2.8824677655287587,0.022411481860823763,4.243836303341469
ct_w6_i1,199,1.00647829271748,9.002764747682835e-10,0.9602423298155419,20.787749606108356,23.020579318353317,20.0,4.260772502590869,1.260199855040109,3.0551895120638086,0.019885258884628478,4.306368496918321
ct_w6_i1,999,1.0006606555118918,3.0804439498919063e-12,0.9953090194936322,26.501245372069135,28.702692117301826,20.0,5.6779499577716335,1.318566057867759,2.9150468206810842,0.023669310785565233,4.248002294090638
