instance_id,width,step,trap,energy,gap,pstar,dominant_index,dominant_probability,dominant_gap,dominant_hamming,dominant_local_min,entropy,effective_support,gradient_rms,gradient_ratio,fisher_condition,fisher_rank,fisher_min_kept,fisher_max,theta_norm,theta_target_cosine,beta_projection,transverse_norm,transverse_ratio,update_norm,update_target_cosine,gradient_update_dot,update_fisher_target_cosine
ct_w5_i1,5,999,True,-10.999357436549007,1.0006425634509934,1.866034771207062e-16,9994,0.9952163047717868,1.0,8,True,0.03590945662760455,1.036561988423746,0.00014030551637781414,0.0010799487306748649,489673913.09180486,51,1.1393713379643412e-10,0.05579204215256442,9.362845254631363,0.7966242233897934,1.3289421520446212,5.659604499655599,0.7587954700079441,0.0,,0.0,
ct_w6_i1,6,0,False,-8.241245283940954,3.7587547160590464,0.008218839719115249,64512,0.008218839719115249,0.0,0,True,8.560080949328471,5219.103638287322,0.1534351665185745,1.0,86.31878692633337,52,0.05655362166371445,4.8816400183026385,5.5677643628300215,1.0000000000000002,1.0,0.0,0.0,0.14422202116286792,0.47322872983592684,-0.13067062026573723,0.4567680894088934
ct_w6_i1,6,25,False,-10.897197378973031,1.102802621026969,2.00319146801204e-06,57619,0.6136363383125966,1.0,7,True,1.4214149206314255,4.142978280529245,0.022413221856607147,0.14607617253045999,845042.1302461688,52,4.243359631694876e-06,3.5858176625680365,7.090797636516013,0.9311333965975014,1.1858401429400176,2.5858632870229274,0.3916503918599372,0.06882111088943252,0.263237475656197,-0.00938941701544566,0.5246788390679261
ct_w6_i1,6,50,False,-10.97050078541938,1.0294992145806194,2.6128312564513556e-08,57619,0.8262135272866523,1.0,7,True,0.694687557179289,2.0030831272176006,0.006933394317187415,0.04518777848980322,18900105.31474791,52,1.1414261998260519e-07,2.1573075385724874,7.63462438636817,0.8942970444012157,1.2262771157168921,3.4162943404321005,0.5003637179243636,0.016819207839064734,0.21500252221635657,-0.0007305399679618219,0.36810792388106234
ct_w6_i1,6,89,True,-10.98402813158355,1.0159718684164503,6.330183717538525e-09,57619,0.9005800524089691,1.0,7,True,0.4479463936440493,1.565094794376077,0.003722671306293531,0.0242621779006762,40211011.9429065,52,3.240262435364781e-08,1.302942314866045,7.860791176557031,0.8785044411950252,1.2403075112183668,3.755368627380168,0.5438039441363518,0.0073331635129825585,0.17976822467910739,-0.00017967980864242263,0.3085198147641069
ct_w6_i1,6,100,True,-10.98581503471131,1.01418496528869,4.956767643345928e-09,57619,0.9116750517579955,1.0,7,True,0.4083375020839622,1.5043147848780951,0.00329363935140295,0.021466000436114036,44687561.67878575,52,2.5981315477687924e-08,1.16104163790517,7.903643410339309,0.8755048908464294,1.2428109399624512,3.8191136603404576,0.5519206826910887,0.006734090396708691,0.18027629773626308,-0.00014593741034757507,0.3046268551683178
ct_w6_i1,6,150,True,-10.990902871181133,1.0090971288188673,1.924153543457315e-09,57619,0.9438165893105207,1.0,7,True,0.28532312684098704,1.330191779353225,0.0020854337480192683,0.013591628277516228,64868512.10558217,52,1.1357685073717615e-08,0.7367561316958411,8.07182905025986,0.8639237388905505,1.2524676473990268,4.065155934942737,0.5829480394144784,0.005128004148475376,0.18716211293340637,-7.01864319966951e-05,0.302602486836471
ct_w6_i1,6,199,True,-10.99352170728252,1.00647829271748,9.002764747682835e-10,57619,0.9602423298155419,1.0,7,True,0.2157770953276441,1.2408257623122418,0.0014731038788385446,0.00960082302032249,85639067.87613422,52,6.016753193410913e-09,0.5152691351244645,8.208860836484618,0.8547465942839202,1.260199855040109,4.260772502590869,0.607250769895426,0.004168186188253454,0.19279825423876196,-4.028574948789655e-05,0.3074113367022144
ct_w6_i1,6,399,True,-10.9974146866811,1.0025853133188996,1.017372548641151e-10,57619,0.983880532648325,1.0,7,True,0.10199324162165246,1.1073759876367457,0.0005778702864190536,0.0037662180028924333,184372015.88896623,52,1.0763615558864212e-09,0.19845094988416367,8.611924749281927,0.8291484484891918,1.2824831618311028,4.814311271148266,0.6742200253693192,0.0023760015581126056,0.20642765389443898,-9.02134777211486e-06,0.3225485117272981
ct_w6_i1,6,599,True,-10.998555979335796,1.001444020664204,2.3608323457285254e-11,57619,0.9906260708888096,1.0,7,True,0.06427544245433243,1.0663860863135186,0.000320186384460955,0.0020867861763762875,307738512.75878364,52,3.611650178339925e-10,0.11114438544873242,8.888534232281557,0.8127563403255258,1.2975068775747078,5.178493389054134,0.7168246159305406,0.0016857715832258946,0.21370367810875768,-3.549644393423212e-06,0.3277832194967001
ct_w6_i1,6,799,True,-10.999063611788884,1.000936388211116,7.711818355206058e-12,57619,0.9936426841682358,1.0,7,True,0.045965276836124606,1.0470380538517963,0.00020666670013578964,0.0013469317681534959,457996110.804078,52,1.6017150172867967e-10,0.07335792485338394,9.103215039538956,0.8006553754174889,1.3090600786997968,5.453965261814302,0.7482934465961484,0.0013220397120708742,0.21837459443864604,-1.7977098958827445e-06,0.329012889879402
ct_w6_i1,6,999,True,-10.999339344488108,1.0006606555118918,3.0804439498919063e-12,57619,0.9953090194936322,1.0,7,True,0.03527162859401891,1.035901050933617,0.0001453771831149449,0.0009474828125359767,638019691.6401001,52,8.318603506469446e-11,0.053074328440738915,9.280960383535072,0.7910242909836719,1.318566057867759,5.6779499577716335,0.7734082877179328,0.0,,0.0,
