instance_id,instance_width,split,graph,seed,blocks,max_block_size,stored_entries,cosine_exact_natural,cosine_target,relative_error
ct_w3_i5,3,evaluation,width3,101,16,10,411,0.7537468497138037,0.7537468497125623,0.7686719415093222
ct_w4_i1,4,calibration,chain,0,16,3,91,0.9724399678824036,-0.8926507347457607,0.26469169550919786
ct_w4_i1,4,calibration,chain,19,16,3,91,0.9679414663666045,-0.894448131804613,0.2904005185979659
ct_w4_i1,4,calibration,chain,42,16,3,91,0.9673547753645596,-0.8959570603668809,0.3001834117406226
ct_w4_i1,4,calibration,chain,50,16,3,91,0.9574528978062591,-0.7233300921526843,0.28928277475708064
ct_w4_i1,4,calibration,chain,101,16,3,91,0.9670287070603886,-0.8943012140375062,0.2934704532646808
ct_w4_i1,4,calibration,problem_tree,0,16,3,91,0.7318237544560035,0.39552928158856515,0.6822694779326554
ct_w4_i1,4,calibration,problem_tree,19,16,3,91,0.7181714208609551,0.31982579544097933,0.697377765844265
ct_w4_i1,4,calibration,problem_tree,42,16,3,91,0.6769658723646546,0.408565858157442,0.736028708736695
ct_w4_i1,4,calibration,problem_tree,50,16,3,91,0.6241785120109239,0.398655113733889,0.7815886876944331
ct_w4_i1,4,calibration,problem_tree,101,16,3,91,0.7131826353989812,0.5117816350005795,0.7087399259763367
ct_w4_i1,4,calibration,width2,0,16,6,274,0.7612306453322785,0.722809338161392,0.717376697356171
ct_w4_i1,4,calibration,width2,19,16,6,274,0.722735008910954,0.6541897415492683,0.7494253144157597
ct_w4_i1,4,calibration,width2,42,16,6,274,0.7550705367823596,0.6982275679460707,0.7435048543152275
ct_w4_i1,4,calibration,width2,50,16,6,274,0.7390015047359585,0.7230419661774946,0.7633484126979765
ct_w4_i1,4,calibration,width2,101,16,6,274,0.77205859568551,0.7637552732141443,0.7395061286408879
ct_w4_i1,4,calibration,width3,0,16,9,409,0.7810864469581996,0.7873054122449759,0.7681018392002693
ct_w4_i1,4,calibration,width3,19,16,9,409,0.8205265955459989,0.8199697403305671,0.7455689331085096
ct_w4_i1,4,calibration,width3,42,16,9,409,0.7952410393623962,0.7887162635341685,0.7480203060732751
ct_w4_i1,4,calibration,width3,50,16,9,409,0.7581686385911584,0.7514839580973259,0.77711654884955
ct_w4_i1,4,calibration,width3,101,16,9,409,0.7527671506407437,0.7524105718346848,0.7585580020038346
ct_w4_i2,4,evaluation,chain,0,16,3,91,0.928123607200825,-0.7372127042489832,0.39427468297560336
ct_w4_i2,4,evaluation,chain,19,16,3,91,0.9310581586915482,-0.7619427699620017,0.39917164469894456
ct_w4_i2,4,evaluation,chain,42,16,3,91,0.9590262432484405,-0.7479187317702676,0.3043065786050501
ct_w4_i2,4,evaluation,chain,50,16,3,91,0.9296650141864489,-0.6481210178275136,0.3891969791325786
ct_w4_i2,4,evaluation,chain,101,16,3,91,0.9421764101880795,-0.7581657661127541,0.3649281192502667
ct_w4_i2,4,evaluation,problem_tree,0,16,3,91,0.5581874872386215,0.3769847143335545,0.9065335617009588
ct_w4_i2,4,evaluation,problem_tree,19,16,3,91,0.5578737096714885,0.4219916799592927,0.8767640832046899
ct_w4_i2,4,evaluation,problem_tree,42,16,3,91,0.5461390868723083,0.22727141355830976,0.9030333899405975
ct_w4_i2,4,evaluation,problem_tree,50,16,3,91,0.41418731985963014,0.2784547450809853,0.9895191905196704
ct_w4_i2,4,evaluation,problem_tree,101,16,3,91,0.6355606233977084,0.42403329477901114,0.8186484482706755
ct_w4_i2,4,evaluation,width2,0,16,6,286,0.6983393757901738,0.6830892228872787,0.7595782001643264
ct_w4_i2,4,evaluation,width2,19,16,6,286,0.6799876038756596,0.6599503500916905,0.775216548389496
ct_w4_i2,4,evaluation,width2,42,16,6,286,0.7396022662017846,0.6873790496098379,0.7543583307298051
ct_w4_i2,4,evaluation,width2,50,16,6,286,0.6716991878120244,0.6275576632393219,0.8073832666584698
ct_w4_i2,4,evaluation,width2,101,16,6,286,0.7005946784947568,0.6675736946333726,0.7694852901549353
ct_w4_i2,4,evaluation,width3,0,16,10,408,0.775551278822283,0.7653826061792544,0.7557085452692052
ct_w4_i2,4,evaluation,width3,19,16,10,408,0.7272207115731021,0.7236123549700935,0.786268520922783
ct_w4_i2,4,evaluation,width3,42,16,10,408,0.7904635480146861,0.7888862212091696,0.7507247807787476
ct_w4_i2,4,evaluation,width3,50,16,10,408,0.6921194014041072,0.6822489061832729,0.7848880868267818
ct_w4_i2,4,evaluation,width3,101,16,10,408,0.6876545749038047,0.6820967001074794,0.7963609291409222
ct_w4_i3,4,evaluation,chain,0,16,3,91,0.9371763137088228,-0.5171776992112656,0.3882917648889987
ct_w4_i3,4,evaluation,chain,19,16,3,91,0.9265518088251159,-0.5941816931474726,0.42323234598144666
ct_w4_i3,4,evaluation,chain,42,16,3,91,0.9481365911974229,-0.6224888965908479,0.34553918222373825
ct_w4_i3,4,evaluation,chain,50,16,3,91,0.91076389473661,-0.6064777407998886,0.432330771838091
ct_w4_i3,4,evaluation,chain,101,16,3,91,0.9383788132694598,-0.6523815752922497,0.3838217955665158
ct_w4_i3,4,evaluation,problem_tree,0,16,3,91,0.5574171630765736,0.23762229988818132,0.8519856321083016
ct_w4_i3,4,evaluation,problem_tree,19,16,3,91,0.6761429070849408,0.502555576578815,0.7386264537993228
ct_w4_i3,4,evaluation,problem_tree,42,16,3,91,0.6344389239723499,0.42718463790704786,0.7853867312565525
