instance_id,instance_width,split,graph,sample_budget,seed,method,parameter_dimension,success,first_success_step,minimum_gap,initial_gradient_rms,sample_batches,total_samples,stored_metric_entries,first_direction_cosine_exact_ng,first_direction_cosine_projected_target,first_sample_rank,first_sample_alignment_residual,final_gap,final_pstar,final_dominant_probability,final_dominant_gap,final_dominant_hamming,final_dominant_local_min,final_gradient_rms,final_gradient_ratio,final_fisher_condition,final_fisher_rank,final_fisher_min_kept,final_fisher_max,final_trap_candidate
ct_w3_i1,3,calibration,chain,256,19,sampled_full_fisher,31,0,,1.0001532435118907,0.3738585704099483,199,50944,496,,-0.7324959981314799,24,1.9090500215648287,1.0001532435118907,1.9288196378418312e-36,0.999899141360748,1.0,9,1,4.736152809940212e-05,0.000126683007554,3719006.340922079,31,1.0190513944993032e-10,0.0003789858597868,1
ct_w3_i1,3,calibration,chain,256,19,protected_ray_star,31,0,,4.797453532613485,0.3738585704099483,199,50944,90,,-0.979669463253111,24,1.9090500215648287,5.866297843810703,1.1631206132851144e-07,0.0036986438085678,5.0,10,0,0.3585467315155278,0.9590437665301332,,-1,,,0
ct_w3_i1,3,calibration,chain,256,42,sampled_adam,31,0,,1.0477814833914962,0.3783620116614662,199,50944,62,,-0.580610934443619,28,1.96765432978147,1.0477814833914962,2.196553123433892e-21,0.966984131136764,1.0,9,1,0.0105959728928626,0.0280048539924332,18849.532333323947,31,4.720492218697863e-06,0.0889790707055494,1
ct_w3_i1,3,calibration,chain,256,42,sampled_diagonal_fisher,31,0,,1.0000751492476283,0.3783620116614662,199,50944,31,,-0.6606034415254001,28,1.96765432978147,1.0000751492476283,1.7414023993579032e-42,0.999938537609054,1.0,9,1,2.337539689161417e-05,6.178050695144563e-05,82147015.6661122,31,4.026506038640162e-12,0.0003307654546358,1
ct_w3_i1,3,calibration,chain,256,42,sampled_two_block_fisher,31,0,,1.000056863528158,0.3783620116614662,199,50944,256,,-0.650673776751391,28,1.96765432978147,1.000056863528158,3.386822126114021e-42,0.9999646346711129,1.0,9,1,1.7820069552044627e-05,4.7097935318064827e-05,723448.4024831144,31,1.7101998006029488e-10,0.0001237241313673,1
ct_w3_i1,3,calibration,chain,256,42,sampled_star_fisher,31,0,,1.0000735662413227,0.3783620116614662,199,50944,90,,-0.1531385569943736,28,1.96765432978147,1.0000735662413227,3.0224161819180868e-40,0.9999319869390586,1.0,9,1,2.678976848748465e-05,7.080459364788027e-05,18131764.895637505,31,2.674577264900761e-11,0.0004849480616239,1
ct_w3_i1,3,calibration,chain,256,42,sampled_full_fisher,31,0,,1.000113046947364,0.3783620116614662,199,50944,496,,-0.240838857875717,28,1.96765432978147,1.000113046947364,8.395419666733574e-41,0.9999121753569566,1.0,9,1,2.9607634891546223e-05,7.825213414405147e-05,665728.0336350917,31,3.8236810736076264e-10,0.000254553168238,1
ct_w3_i1,3,calibration,chain,256,42,protected_ray_star,31,0,,3.5863645259652426,0.3783620116614662,199,50944,90,,-0.9801017611909756,28,1.96765432978147,4.928079749274671,5.266313710822282e-10,0.0259155643731974,2.0,9,0,0.3928815912234652,1.038374834456135,,-1,,,0
ct_w3_i1,3,calibration,chain,256,50,sampled_adam,31,0,,3.0377552321594035,0.3562232892067621,199,50944,62,,-0.3668863252920347,25,1.9165853205946055,3.0377552321594035,3.2359234372212797e-20,0.9693723755904876,3.0,9,0,0.0091303855452417,0.0256310741657944,55322.95576152791,31,1.2030113425500082e-06,0.0665541432845104,1
ct_w3_i1,3,calibration,chain,256,50,sampled_diagonal_fisher,31,0,,3.0000151444494847,0.3562232892067621,199,50944,31,,-0.3440005986498645,25,1.9165853205946055,3.0000151444494847,4.665394700985325e-39,0.9994153081213064,3.0,9,0,1.1652425785358202e-05,3.271101620364525e-05,41262676.129586175,31,1.592828178178469e-10,0.0065724353246256,1
ct_w3_i1,3,calibration,chain,256,50,sampled_two_block_fisher,31,0,,1.000104494130902,0.3562232892067621,199,50944,256,,-0.4875174521184364,25,1.9165853205946055,1.000104494130902,5.19108613756961e-37,0.8565298433710066,1.0,11,1,3.2699202263604906e-05,9.179411693272352e-05,,-1,,,0
ct_w3_i1,3,calibration,chain,256,50,sampled_star_fisher,31,0,,3.000037781257822,0.3562232892067621,199,50944,90,,-0.044385421355117,25,1.9165853205946055,3.000037781257822,3.09549211229646e-34,0.9180095227531612,3.0,9,0,9.06693715562194e-06,2.545296006842279e-05,9400170742.135822,31,9.605291539155488e-11,0.9029138049605416,1
ct_w3_i1,3,calibration,chain,256,50,sampled_full_fisher,31,0,,2.0000302905088496,0.3562232892067621,199,50944,496,,-0.3753014581286734,25,1.9165853205946055,2.0000302905088496,1.955477172145543e-36,0.5651137684928537,2.0,10,0,1.0628974363981872e-05,2.983795469310967e-05,,-1,,,0
