instance_id,instance_width,graph,compiled_graph_width,edge_count,target_edge_count,pair_weight_fraction,target_norm_fraction,elimination_order,elimination_degrees,edges,energy_at_projected_target,cost_variance,explained_variance_fraction,projected_identity_relative_residual,exact_ng_projected_target_cosine,parameter_dimension,conditional_angle_entries,gray_code_cnot_upper_bound
ct_w3_i3,3,chain,1,15,2,0.0434782608695652,0.7027027027027027,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.0501382249008917,3.743587072657797,0.6543239757687562,2.4483047718011077,-0.8625504847871246,31,31,30
ct_w3_i3,3,problem_tree,1,15,15,0.6521739130434783,0.8918918918918919,2 3 5 6 0 9 11 12 13 1 7 14 10 4 8 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-6;0-11;1-7;1-11;1-13;2-8;3-7;4-8;4-9;4-10;4-12;5-7;7-15;8-15;10-14,-7.665744035395436,3.248669459150162,0.6056559922780875,0.7464118197930705,0.9466298349276632,31,31,30
ct_w3_i3,3,width2,2,26,26,0.8913043478260869,0.9662162162162162,0 2 3 8 9 12 13 14 4 10 5 15 1 6 7 11,2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 0,0-6;0-11;1-7;1-11;1-13;1-15;2-8;2-15;3-7;3-13;4-8;4-9;4-10;4-12;4-15;5-7;5-10;5-14;5-15;6-7;6-11;7-13;7-15;8-15;9-12;10-14,-8.161661532760498,2.64295597840631,0.7856451895686484,0.8113520791655355,0.990326854132677,42,57,56
ct_w3_i3,3,width3,3,31,31,1.0,1.0,0 2 9 12 8 3 6 11 13 1 7 15 4 5 10 14,2 2 2 1 3 3 3 3 2 2 3 2 3 2 1 0,0-6;0-11;1-7;1-11;1-13;1-15;2-8;2-15;3-6;3-7;3-13;4-7;4-8;4-9;4-10;4-12;4-14;4-15;5-7;5-10;5-14;5-15;6-7;6-11;7-8;7-13;7-15;8-15;9-12;10-14;11-13,-8.458459130786586,2.600719055129636,0.9999999999993292,3.489305029122532e-13,1.0,47,81,80
ct_w3_i3,3,full,3,31,31,1.0,1.0,0 3 6 11 13 1 2 10 14 5 9 12 4 7 8 15,2 3 3 3 2 2 2 3 2 3 2 1 3 2 1 0,0-6;0-11;1-7;1-11;1-13;1-15;2-8;2-15;3-6;3-7;3-13;4-7;4-8;4-9;4-10;4-12;4-14;4-15;5-7;5-10;5-14;5-15;6-7;6-11;7-8;7-13;7-15;8-15;9-12;10-14;11-13,-8.458459130786586,2.600719055129636,0.9999999999993292,3.489305029122532e-13,1.0,47,81,80
ct_w3_i4,3,chain,1,15,2,0.0512820512820512,0.7196969696969697,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.291374788233365,3.0127786339207105,0.6691854498658011,2.2655326185332973,-0.8170650479247221,31,31,30
ct_w3_i4,3,problem_tree,1,15,15,0.6153846153846154,0.8863636363636364,4 5 6 7 8 10 11 1 9 13 3 14 0 12 2 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-12;0-14;1-8;1-9;1-11;2-6;2-7;2-10;2-12;2-15;3-13;3-14;4-9;5-9;9-14,-6.621623689515346,3.539878381822996,0.5623008212393693,0.7079731997056513,0.9337029775145724,31,31,30
ct_w3_i4,3,width2,2,27,27,0.9230769230769232,0.9772727272727272,0 3 4 5 6 7 10 11 1 8 13 15 2 9 12 14,2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 0,0-12;0-14;1-8;1-9;1-11;2-6;2-7;2-8;2-9;2-10;2-12;2-15;3-13;3-14;4-9;4-11;5-9;5-14;6-12;7-10;8-9;9-11;9-13;9-14;12-14;12-15;13-14,-7.437503897481632,2.4762364795209466,0.8521030531987909,0.633781468957349,0.9830291816077932,43,57,56
ct_w3_i4,3,width3,3,30,30,1.0,1.0,0 3 4 6 7 10 15 5 13 11 12 1 2 8 9 14,2 2 2 2 2 1 2 3 2 3 2 3 3 2 1 0,0-12;0-14;1-8;1-9;1-11;1-14;2-6;2-7;2-8;2-9;2-10;2-12;2-15;3-13;3-14;4-9;4-11;5-9;5-13;5-14;6-12;7-10;8-9;8-11;9-11;9-13;9-14;12-14;12-15;13-14,-7.526816118574151,2.3004297282824906,0.9999999999989404,4.216945663064952e-13,1.0000000000000002,46,73,72
ct_w3_i4,3,full,3,30,30,1.0,1.0,0 4 11 1 3 5 6 7 8 13 9 10 14 2 12 15,2 2 3 3 2 3 2 2 3 2 2 1 2 2 1 0,0-12;0-14;1-8;1-9;1-11;1-14;2-6;2-7;2-8;2-9;2-10;2-12;2-15;3-13;3-14;4-9;4-11;5-9;5-13;5-14;6-12;7-10;8-9;8-11;9-11;9-13;9-14;12-14;12-15;13-14,-7.526816118574151,2.3004297282824906,0.9999999999989404,4.216945663064952e-13,1.0000000000000002,46,73,72
ct_w3_i5,3,chain,1,15,3,0.081081081081081,0.7258064516129032,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.3220669789638344,3.2520137057145817,0.6360608289553934,2.1660489805220284,-0.7566132619120618,31,31,30
ct_w3_i5,3,problem_tree,1,15,15,0.5675675675675675,0.8709677419354839,3 4 6 10 5 7 2 8 11 12 13 14 1 9 0 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-8;0-9;0-11;0-12;0-15;1-9;1-13;1-14;2-7;2-8;3-7;4-9;5-6;5-7;5-10,-7.186583651856441,3.23916085912181,0.8298253453936351,0.8700714781876959,0.8079859686024045,31,31,30
ct_w3_i5,3,width2,2,25,25,0.8378378378378378,0.9516129032258064,3 4 6 10 5 11 15 12 0 13 1 14 2 7 8 9,1 2 2 1 2 2 1 2 2 2 2 2 2 2 1 0,0-8;0-9;0-11;0-12;0-15;1-9;1-13;1-14;2-7;2-8;3-7;4-9;4-13;5-6;5-7;5-9;5-10;6-10;7-9;7-14;8-9;9-12;9-13;9-14;11-15,-7.29940454551924,2.583337629189248,0.8464734237046221,0.6382017443137482,0.9706983146879826,41,53,52
ct_w3_i5,3,width3,3,31,31,1.0,1.0,3 4 6 10 5 11 15 0 1 13 8 12 2 7 9 14,2 2 2 1 2 2 1 3 3 2 3 3 3 2 1 0,0-8;0-9;0-11;0-12;0-15;1-9;1-13;1-14;2-7;2-8;2-12;2-14;3-7;3-12;4-9;4-13;5-6;5-7;5-9;5-10;6-10;7-9;7-12;7-14;8-9;8-12;9-12;9-13;9-14;11-15;13-14,-7.461825662579782,2.392764313425502,0.999999999997952,7.387156174687774e-13,1.0,47,75,74
ct_w3_i5,3,full,3,31,31,1.0,1.0,1 3 4 6 10 5 13 14 7 2 8 9 12 0 11 15,3 2 2 2 1 2 2 3 3 3 3 2 1 2 1 0,0-8;0-9;0-11;0-12;0-15;1-9;1-13;1-14;2-7;2-8;2-12;2-14;3-7;3-12;4-9;4-13;5-6;5-7;5-9;5-10;6-10;7-9;7-12;7-14;8-9;8-12;9-12;9-13;9-14;11-15;13-14,-7.461825662579782,2.392764313425502,0.999999999997952,7.387156174687774e-13,1.0,47,75,74
ct_w4_i1,4,chain,1,15,1,0.0238095238095238,0.7071428571428572,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.043177507348473,3.4630141150827,0.7007285564036715,2.361202966914586,-0.930316735584604,31,31,30
ct_w4_i1,4,problem_tree,1,15,15,0.5714285714285714,0.8714285714285714,3 7 4 8 9 1 10 11 5 6 13 2 14 0 12 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-8;0-12;0-14;1-9;1-12;2-6;2-10;2-13;2-15;3-8;4-7;4-10;5-6;5-11;12-15,-7.513096991726674,3.435801052955024,0.7003802302051938,0.985209845536712,0.8671346550519314,31,31,30
ct_w4_i1,4,width2,2,27,27,0.8571428571428571,0.9571428571428572,11 1 3 7 4 9 5 10 13 14 8 0 2 6 12 15,1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0,0-8;0-12;0-14;0-15;1-9;1-12;2-6;2-10;2-13;2-15;3-8;3-15;4-7;4-10;4-15;5-6;5-9;5-11;5-12;6-12;7-10;8-14;8-15;9-12;10-15;12-15;13-15,-8.275165115547427,2.992752782266935,0.8061651092902503,0.8451795813522923,0.9866955632858964,43,57,56
ct_w4_i1,4,width3,3,32,32,0.9761904761904762,0.9928571428571428,3 11 14 8 0 1 4 12 9 7 6 10 2 5 13 15,2 2 2 2 2 3 3 3 3 3 3 3 3 2 1 0,0-8;0-12;0-14;0-15;1-9;1-12;1-15;2-6;2-10;2-13;2-15;3-8;3-15;4-7;4-10;4-15;5-6;5-7;5-9;5-11;5-12;5-13;6-10;7-9;7-10;8-14;8-15;9-12;10-15;11-13;12-15;13-15,-8.333903108871697,2.780561925255584,0.9448800637890936,0.3782428390303185,0.9972542459667344,48,91,90
ct_w4_i1,4,full,4,33,33,1.0,1.0,3 14 8 0 1 4 6 7 9 10 12 2 11 5 13 15,2 2 2 2 3 3 4 4 4 4 3 3 2 2 1 0,0-8;0-12;0-14;0-15;1-9;1-12;1-15;2-6;2-10;2-13;2-15;3-8;3-15;4-7;4-10;4-15;5-6;5-7;5-9;5-11;5-12;5-13;6-10;6-12;7-9;7-10;8-14;8-15;9-12;10-15;11-13;12-15;13-15,-8.449482792654413,2.6856793034081115,1.0000000000003073,3.145033852319473e-13,1.0,49,123,122
ct_w4_i2,4,chain,1,15,5,0.125,0.7569444444444444,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.993379933313701,3.5593799631970686,0.7235077848692117,1.893537311019156,-0.6354866557980619,31,31,30
ct_w4_i2,4,problem_tree,1,15,15,0.525,0.8680555555555556,2 4 5 7 8 10 11 12 13 3 6 14 1 9 0 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-15;1-9;1-14;2-7;3-6;3-13;4-9;5-6,-7.879903834948013,2.6777402687227334,0.879845067381909,1.3292289912863486,0.7688893374034428,31,31,30
ct_w4_i2,4,width2,2,28,28,0.85,0.9583333333333334,1 2 4 5 7 8 11 10 13 14 9 15 0 3 6 12,2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0,0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-15;1-9;1-14;2-7;2-8;3-6;3-12;3-13;4-9;4-12;5-6;5-15;6-15;7-8;8-15;9-10;9-12;9-14;10-11;12-13;12-14,-7.967034405897008,2.8678204406190195,0.8243023663274125,0.7581912273930815,0.9876187049414336,44,59,58
ct_w4_i2,4,width3,3,32,32,0.95,0.9861111111111112,1 2 4 11 13 14 10 3 9 5 6 7 0 8 12 15,2 2 2 2 2 2 3 2 3 3 3 3 3 2 1 0,0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-15;1-9;1-14;2-7;2-8;3-6;3-12;3-13;4-9;4-12;5-6;5-12;5-15;6-9;6-10;6-15;7-8;7-12;8-15;9-10;9-12;9-14;10-11;12-13;12-14,-7.973322993424266,2.66232282352153,0.8842829201102255,0.7093662803066173,0.9956341660930794,48,83,82
ct_w4_i2,4,full,4,34,34,1.0,1.0,2 13 3 7 8 11 10 0 1 4 14 5 6 9 12 15,2 2 3 3 3 2 4 4 2 2 3 4 3 2 1 0,0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-15;1-9;1-14;2-7;2-8;3-6;3-10;3-12;3-13;4-9;4-12;5-6;5-12;5-14;5-15;6-9;6-10;6-15;7-8;7-12;8-15;9-10;9-12;9-14;10-11;12-13;12-14,-8.223864394038014,2.703824517265321,1.0000000000006737,4.3793325142501433e-13,1.0,50,115,114
ct_w4_i3,4,chain,1,15,5,0.1351351351351351,0.7333333333333333,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-4.065580066173311,3.4304594044619066,0.6940065002419376,1.7652605017114045,-0.4751460756757359,31,31,30
ct_w4_i3,4,problem_tree,1,15,15,0.5675675675675675,0.8666666666666667,3 4 5 6 7 2 8 9 11 12 14 1 13 10 0 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-8;0-9;0-10;0-15;1-11;1-12;1-13;1-14;2-6;2-7;2-14;3-10;4-6;5-8;10-13,-6.420551158340247,2.9682723041848886,0.6146630973485875,1.4575769974430874,0.8712912208169419,31,31,30
ct_w4_i3,4,width2,2,25,25,0.8378378378378378,0.95,5 3 4 7 8 9 12 0 15 10 6 11 13 1 2 14,1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0,0-8;0-9;0-10;0-15;1-11;1-12;1-13;1-14;2-6;2-7;2-10;2-13;2-14;2-15;3-10;3-13;4-6;4-11;5-8;6-7;6-11;8-15;9-10;10-13;11-12,-7.293880218520063,2.615412377439727,0.8350641805521793,0.6446006180640768,0.9666560429692612,41,57,56
ct_w4_i3,4,width3,3,29,29,0.945945945945946,0.9833333333333332,3 4 5 7 9 12 6 14 1 11 13 0 2 8 10 15,2 2 2 2 2 2 2 3 3 3 3 3 3 2 1 0,0-8;0-9;0-10;0-15;1-11;1-12;1-13;1-14;2-6;2-7;2-8;2-10;2-13;2-14;2-15;3-10;3-13;4-6;4-11;5-8;5-11;6-7;6-11;8-11;8-15;9-10;10-13;11-12;13-14,-7.533986256825228,2.504743849004502,0.9314533138281114,0.7273435834699321,0.9905902633125058,45,83,82
ct_w4_i3,4,full,4,31,31,1.0,1.0,9 0 12 1 3 4 5 7 6 10 11 2 8 13 14 15,2 3 2 3 2 2 2 2 2 4 4 4 3 2 1 0,0-8;0-9;0-10;0-15;1-11;1-12;1-13;1-14;2-6;2-7;2-8;2-10;2-13;2-14;2-15;3-10;3-13;4-6;4-11;5-8;5-11;6-7;6-11;8-11;8-14;8-15;9-10;10-13;11-12;13-14;14-15,-7.52737189475292,2.345591124022352,0.9999999999997892,5.091497359203702e-13,1.0,47,107,106
ct_w4_i4,4,chain,1,15,2,0.0425531914893617,0.7383720930232558,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-3.163030456173596,3.57408661495508,0.8421177144610273,2.0252499588003623,-0.9101826798984451,31,31,30
ct_w4_i4,4,problem_tree,1,15,15,0.574468085106383,0.8837209302325582,2 3 6 7 8 9 5 10 11 13 0 12 1 14 4 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-7;0-10;0-12;0-13;1-6;1-8;1-12;1-15;2-8;3-12;4-11;4-14;4-15;5-9;5-13,-8.485746003787947,3.9279633386509936,0.919372557553911,0.9113913873361046,0.7476488445847201,31,31,30
ct_w4_i4,4,width2,2,28,28,0.851063829787234,0.9593023255813954,2 3 6 7 8 1 9 5 10 11 14 4 0 12 13 15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0,0-7;0-10;0-12;0-13;1-6;1-8;1-12;1-15;2-8;2-12;3-12;3-15;4-11;4-13;4-14;4-15;5-9;5-13;5-15;6-15;7-12;8-12;9-13;10-13;11-13;12-15;13-15;14-15,-8.649702138820157,2.961435213033795,0.8404168705420894,0.7807069130571006,0.9419678848900548,44,59,58
ct_w4_i4,4,width3,3,34,34,0.9787234042553192,0.994186046511628,2 3 7 9 11 14 8 1 0 4 5 10 6 12 13 15,2 2 2 2 2 2 3 3 3 3 3 3 3 2 1 0,0-7;0-10;0-12;0-13;1-6;1-8;1-12;1-15;2-8;2-12;3-12;3-15;4-6;4-11;4-13;4-14;4-15;5-6;5-9;5-13;5-15;6-10;6-12;6-15;7-12;8-12;8-15;9-13;10-12;10-13;11-13;12-15;13-15;14-15,-9.086449394577327,2.8545466402376087,0.9517659150662244,0.3265931253806815,0.9973220304211384,50,87,86
ct_w4_i4,4,full,4,35,35,1.0,1.0,7 0 2 8 1 3 9 5 10 12 6 11 13 4 14 15,2 3 2 3 3 2 2 4 4 3 3 2 2 2 1 0,0-7;0-10;0-12;0-13;1-6;1-8;1-12;1-15;2-8;2-12;3-12;3-15;4-6;4-11;4-13;4-14;4-15;5-6;5-9;5-10;5-13;5-15;6-10;6-12;6-15;7-12;8-12;8-15;9-13;10-12;10-13;11-13;12-15;13-15;14-15,-9.177591656192924,2.909209760063351,0.9999999999997882,1.6337531685822113e-13,1.0000000000000002,51,103,102
ct_w4_i5,4,chain,1,15,1,0.0238095238095238,0.7266666666666667,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-2.880556202876362,3.1536984161471207,0.7247956047154595,2.3063041388975987,-0.9332835621144788,31,31,30
ct_w4_i5,4,problem_tree,1,15,15,0.5714285714285714,0.88,1 2 5 7 9 10 11 3 8 12 4 6 13 14 0 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-6;0-8;0-10;0-13;0-14;0-15;1-6;2-9;3-7;3-8;3-11;4-6;4-12;5-9;6-9,-7.358127828502238,3.5410366940803906,0.7197944374392297,0.7886697059770708,0.8877220468223661,31,31,30
ct_w4_i5,4,width2,2,28,28,0.8809523809523809,0.9666666666666668,1 2 5 7 11 3 8 10 12 4 13 14 9 0 6 15,2 2 2 2 1 2 2 2 2 2 2 2 2 2 1 0,0-6;0-8;0-9;0-10;0-13;0-14;0-15;1-6;1-15;2-6;2-9;3-7;3-8;3-11;3-15;4-6;4-9;4-12;5-9;5-14;6-9;6-12;6-15;7-11;8-15;9-13;9-14;10-13,-8.085136787733786,2.953567745738171,0.8838929641714586,0.5853176140259952,0.9867628059206548,44,57,56
ct_w4_i5,4,width3,3,32,32,0.9761904761904762,0.9933333333333332,1 5 7 11 3 10 12 4 2 6 14 8 0 9 13 15,2 2 2 1 2 2 2 2 3 3 3 3 3 2 1 0,0-6;0-8;0-9;0-10;0-13;0-14;0-15;1-6;1-15;2-6;2-9;2-15;3-7;3-8;3-11;3-15;4-6;4-9;4-12;5-9;5-14;6-9;6-12;6-15;7-11;8-13;8-15;9-13;9-14;9-15;10-13;14-15,-8.15373429842972,2.694404748576024,0.944810903211496,0.394923309627311,0.9979015486928852,48,77,76
ct_w4_i5,4,full,4,33,33,1.0,1.0,1 2 7 11 3 12 4 6 8 10 13 0 5 9 14 15,2 3 2 1 2 2 3 4 3 2 3 3 2 2 1 0,0-6;0-8;0-9;0-10;0-13;0-14;0-15;1-6;1-15;2-6;2-9;2-15;3-7;3-8;3-11;3-15;4-6;4-9;4-12;4-13;5-9;5-14;6-9;6-12;6-15;7-11;8-13;8-15;9-13;9-14;9-15;10-13;14-15,-8.268773456537788,2.660552849397914,0.9999999999993424,3.1918539729173943e-13,0.9999999999999996,49,89,88
ct_w5_i1,5,chain,1,15,1,0.0263157894736842,0.7063492063492064,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15,-2.9468973666774185,3.681114039826378,0.7007139602335125,2.505092626513664,-0.9310678976069012,31,31,30
ct_w5_i1,5,problem_tree,1,15,15,0.4736842105263157,0.8412698412698413,4 5 7 9 10 12 0 11 13 14 2 8 1 6 3 15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,0-11;0-12;1-6;1-7;1-8;1-13;2-8;2-10;2-14;3-6;3-9;3-15;4-6;5-9;6-11,-6.580508590502102,3.302800296190008,0.5547300072560359,1.5307303463032838,0.7684333281943879,31,31,30
ct_w5_i1,5,width2,2,27,27,0.7894736842105263,0.9365079365079364,0 4 5 7 10 14 15 9 2 13 8 1 3 6 11 12,2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0,0-11;0-12;1-6;1-7;1-8;1-12;1-13;2-8;2-10;2-13;2-14;3-6;3-9;3-12;3-15;4-6;4-11;5-9;5-15;6-11;7-13;8-12;8-14;9-12;9-15;10-13;11-12,-7.667094893373056,3.0819259016285434,0.6913501147702169,1.3265219619352535,0.9679383078933298,43,59,58
ct_w5_i1,5,width3,3,32,32,0.9210526315789472,0.9761904761904762,0 5 7 10 13 2 8 11 1 4 14 12 3 6 9 15,2 2 3 3 2 3 3 3 3 3 3 3 3 2 1 0,0-11;0-12;1-6;1-7;1-8;1-11;1-12;1-13;2-8;2-10;2-13;2-14;3-6;3-9;3-12;3-15;4-6;4-9;4-14;5-9;5-15;6-11;6-15;7-10;7-13;8-12;8-14;9-12;9-14;9-15;10-13;11-12,-8.18532820813679,2.989012011134097,0.9030033548561662,0.5632741342283414,0.99211688042815,48,99,98
ct_w5_i1,5,full,5,35,35,1.0,1.0,0 7 10 13 2 8 1 4 11 12 14 3 5 6 9 15,2 4 4 3 4 4 5 4 5 4 3 3 2 2 1 0,0-11;0-12;1-6;1-7;1-8;1-11;1-12;1-13;2-8;2-10;2-13;2-14;3-6;3-7;3-9;3-10;3-12;3-15;4-6;4-9;4-11;4-14;5-9;5-15;6-11;6-15;7-10;7-13;8-12;8-14;9-12;9-14;9-15;10-13;11-12,-8.294591287010245,2.8478765112483164,0.999999999999248,8.025432608660214e-13,1.0,51,199,198
