instance_id,instance_width,split,graph,sample_budget,seed,method,parameter_dimension,success,first_success_step,minimum_gap,initial_gradient_rms,sample_batches,total_samples,stored_metric_entries,max_bag_feature_block,first_direction_cosine_exact_ng,first_direction_cosine_projected_target,first_sample_rank,final_gap,final_pstar,final_dominant_probability,final_dominant_gap,final_dominant_hamming,final_dominant_local_min,final_gradient_rms,final_gradient_ratio,final_fisher_condition,final_fisher_rank,final_trap_candidate
ct_w3_i5,3,evaluation,problem_tree,256,50,sampled_bag_fisher,31,1,3.0,0.09487913841129725,0.4340120635040076,3,768,91,3,0.48714663747277165,0.12082026093118818,26,0.09487913841129725,0.9108358278432439,0.9108358278432439,0.0,0,1,0.030622626978130913,0.07055708712540924,,-1,0
ct_w3_i5,3,evaluation,problem_tree,256,101,sampled_bag_fisher,31,1,4.0,0.05915503419445223,0.3431778840329977,4,1024,91,3,0.5577631348889502,0.3068905774903344,30,0.05915503419445223,0.9453332376702162,0.9453332376702162,0.0,0,1,0.015086988202640076,0.04396258880478851,,-1,0
ct_w3_i5,3,evaluation,width2,256,0,sampled_bag_fisher,41,0,,1.0003067792738918,0.32092684154956036,199,50944,244,6,0.7162244853930385,0.6650197135606835,40,1.0003067792738918,1.0414093345868319e-11,0.49401991079843954,1.0,5,1,6.411568799159923e-05,0.00019978287787342312,,-1,0
ct_w3_i5,3,evaluation,width2,256,19,sampled_bag_fisher,41,0,,1.000274055267285,0.2747188268333042,199,50944,244,6,0.6183934569202104,0.5964433126970382,39,1.000274055267285,1.090444910753466e-19,0.593927847088844,1.0,8,1,5.630169747810488e-05,0.00020494298889922103,,-1,0
ct_w3_i5,3,evaluation,width2,256,42,sampled_bag_fisher,41,1,6.0,0.04446009037167187,0.1898498021627784,6,1536,244,6,0.7983269799700599,0.7702857036785472,41,0.04446009037167187,0.9582352224929322,0.9582352224929322,0.0,0,1,0.01510445052991317,0.07956000142134739,,-1,0
ct_w3_i5,3,evaluation,width2,256,50,sampled_bag_fisher,41,0,,1.0002039461764713,0.2957425485072305,199,50944,244,6,0.654624135900048,0.5710549053072842,40,1.0002039461764713,2.7317731465076503e-12,0.5436975544259688,1.0,6,1,5.7749272219839984e-05,0.00019526873123712227,,-1,0
ct_w3_i5,3,evaluation,width2,256,101,sampled_bag_fisher,41,0,,1.000125177161932,0.3149743834186991,199,50944,244,6,0.6252243477740043,0.590569875188786,38,1.000125177161932,1.327798391753124e-14,0.9979242018237652,1.0,8,1,2.729096513520364e-05,8.664503074500964e-05,479845770462.6825,40,1
ct_w3_i5,3,evaluation,width3,256,0,sampled_bag_fisher,47,1,4.0,0.054874386108904716,0.23454642286000676,4,1024,411,10,0.6862097129807435,0.6862097129807284,47,0.054874386108904716,0.9472422030444281,0.9472422030444281,0.0,0,1,0.013377342238086273,0.057034944617640915,,-1,0
ct_w3_i5,3,evaluation,width3,256,19,sampled_bag_fisher,47,1,7.0,0.034043767319250406,0.1313050103033635,7,1792,411,10,0.7360485399794969,0.7360485399795773,46,0.034043767319250406,0.9685285144650828,0.9685285144650828,0.0,0,1,0.010831612052781155,0.08249199347196345,,-1,0
ct_w3_i5,3,evaluation,width3,256,42,sampled_bag_fisher,47,1,6.0,0.04850634974893531,0.17354356283614716,6,1536,411,10,0.6976593099653369,0.6976593099653255,46,0.04850634974893531,0.9555441991808198,0.9555441991808198,0.0,0,1,0.025871144150963463,0.14907579243022662,,-1,0
ct_w3_i5,3,evaluation,width3,256,50,sampled_bag_fisher,47,1,6.0,0.0765756511708382,0.17659664682032797,6,1536,411,10,0.6828550177768462,0.6828550177767093,45,0.0765756511708382,0.9263329939790521,0.9263329939790521,0.0,0,1,0.030889323640735766,0.17491455357112765,,-1,0
ct_w3_i5,3,evaluation,width3,256,101,sampled_bag_fisher,47,0,,1.0001177207940106,0.2689191207919012,199,50944,411,10,0.5998969160000829,0.5998969160001476,39,1.0001177207940106,2.010302548437813e-20,0.9992005787011697,1.0,8,1,2.600997965540279e-05,9.672045475535449e-05,37169911721.02851,45,1
ct_w4_i1,4,calibration,chain,256,0,sampled_bag_fisher,31,0,,2.000232647723191,0.28664526047519734,199,50944,91,3,0.8300604483153823,-0.7375357096787697,26,2.000232647723191,2.418536484969631e-15,0.9634656038423307,2.0,5,1,5.621316005824215e-05,0.00019610706266363028,4462391.311746043,31,1
ct_w4_i1,4,calibration,chain,256,19,sampled_bag_fisher,31,0,,3.000082481632255,0.3555620592653763,199,50944,91,3,0.9264713800100894,-0.8922913254684661,30,3.000082481632255,2.7593907061998686e-23,0.6249658848241066,3.0,6,1,3.390314738892505e-05,9.535085790360211e-05,,-1,0
ct_w4_i1,4,calibration,chain,256,42,sampled_bag_fisher,31,0,,2.0001184916065817,0.28988585564345576,199,50944,91,3,0.7837254259321293,-0.6643281662801087,26,2.0001184916065817,8.78919245103029e-22,0.7590850508611623,2.0,6,1,3.586512050183059e-05,0.00012372152626150476,,-1,0
ct_w4_i1,4,calibration,chain,256,50,sampled_bag_fisher,31,0,,2.000101758478797,0.3423364488561899,199,50944,91,3,0.7631997471144039,-0.44977063371555326,27,2.000101758478797,1.2380255640204151e-26,0.7522917444881725,2.0,7,1,2.7712829824521633e-05,8.095202809141527e-05,,-1,0
ct_w4_i1,4,calibration,chain,256,101,sampled_bag_fisher,31,0,,2.0000428137734403,0.36643473281249034,199,50944,91,3,0.7031871329876842,-0.6616236459166361,26,2.0000428137734403,6.5350177589135115e-24,0.764854405208759,2.0,6,1,1.306727613640307e-05,3.56605828167762e-05,,-1,0
ct_w4_i1,4,calibration,problem_tree,256,0,sampled_bag_fisher,31,1,4.0,0.02613304381573478,0.3164325108784996,4,1024,91,3,0.6249136875881282,0.3164688575227884,28,0.02613304381573478,0.9844217087050285,0.9844217087050285,0.0,0,1,0.006800480403807077,0.0214910926343414,,-1,0
ct_w4_i1,4,calibration,problem_tree,256,19,sampled_bag_fisher,31,0,,1.0001620208647442,0.2915394797950104,199,50944,91,3,0.6301842622369772,0.29097921220570905,27,1.0001620208647442,2.2531849338552123e-12,0.9873833232913679,1.0,6,1,4.433356668867469e-05,0.00015206711187056677,431461262.1715661,31,1
ct_w4_i1,4,calibration,problem_tree,256,42,sampled_bag_fisher,31,0,,1.0001525654831056,0.3603257544076837,199,50944,91,3,0.6625646622219254,0.4484514358658734,28,1.0001525654831056,1.0703842404496485e-14,0.9478715590243669,1.0,6,1,3.4085581886511505e-05,9.459657398773118e-05,85474665148.07597,31,1
ct_w4_i1,4,calibration,problem_tree,256,50,sampled_bag_fisher,31,1,5.0,0.020998541964294404,0.35547431950646263,5,1280,91,3,0.588053325324232,0.4009279049368921,28,0.020998541964294404,0.9810576266988533,0.9810576266988533,0.0,0,1,0.007907107730626483,0.022243822680650012,,-1,0
ct_w4_i1,4,calibration,problem_tree,256,101,sampled_bag_fisher,31,1,5.0,0.05000120483687098,0.3064804717459342,5,1280,91,3,0.5986636352498617,0.41557290483992654,29,0.05000120483687098,0.97017968104495,0.97017968104495,0.0,0,1,0.017625183359066526,0.057508340608655256,,-1,0
ct_w4_i1,4,calibration,width2,256,0,sampled_bag_fisher,43,0,,1.0001344887856227,0.3439553541592388,199,50944,274,6,0.6671795781515446,0.6187995174542885,41,1.0001344887856227,1.0029091969822951e-16,0.7157947813427907,1.0,7,1,2.914677443015309e-05,8.473999336745081e-05,,-1,0
ct_w4_i1,4,calibration,width2,256,19,sampled_bag_fisher,43,0,,1.0002620995168634,0.35658948568338916,199,50944,274,6,0.6243287214598584,0.5743843614240383,40,1.0002620995168634,9.986208574532173e-17,0.7574739234340561,1.0,6,1,0.00010213943921806228,0.0002864342425080656,,-1,0
ct_w4_i1,4,calibration,width2,256,42,sampled_bag_fisher,43,0,,1.000150470548066,0.2530665647060488,199,50944,274,6,0.6216181909110714,0.5728187669123096,40,1.000150470548066,1.4502159035974604e-16,0.6403200179480077,1.0,6,1,3.584790104085168e-05,0.00014165403905684284,,-1,0
ct_w4_i1,4,calibration,width2,256,50,sampled_bag_fisher,43,0,,1.0001805319833572,0.29460785809712253,199,50944,274,6,0.690127620573898,0.6896035906082537,42,1.0001805319833572,1.0740633180066684e-11,0.9185365916567836,1.0,7,1,4.671236296669624e-05,0.00015855776308348405,243392280401.6436,37,1
ct_w4_i1,4,calibration,width2,256,101,sampled_bag_fisher,43,0,,1.0000862002037962,0.2860034504773674,199,50944,274,6,0.6300155260356498,0.6101803281580181,38,1.0000862002037962,5.071004613164717e-10,0.4915231022311228,1.0,7,1,1.534915373362272e-05,5.366772221804841e-05,,-1,0
ct_w4_i1,4,calibration,width3,256,0,sampled_bag_fisher,48,1,5.0,0.033314695102710346,0.16605206752472038,5,1280,409,9,0.6630611655596965,0.6666183551670525,47,0.033314695102710346,0.9710579373859988,0.9710579373859988,0.0,0,1,0.009724852488744795,0.05856507921707777,,-1,0
ct_w4_i1,4,calibration,width3,256,19,sampled_bag_fisher,48,0,,1.0003271883733973,0.15549057656716447,199,50944,409,9,0.7701787388458943,0.7701611288945448,47,1.0003271883733973,1.3122976340115214e-06,0.424783363871229,1.0,8,1,9.556282714909839e-05,0.0006145891877108053,,-1,0
ct_w4_i1,4,calibration,width3,256,42,sampled_bag_fisher,48,1,4.0,0.026770233261352416,0.19980731818149575,4,1024,409,9,0.6269836762197122,0.6231715353798015,47,0.026770233261352416,0.9753537948619699,0.9753537948619699,0.0,0,1,0.007713817346983783,0.03860628037646203,,-1,0
ct_w4_i1,4,calibration,width3,256,50,sampled_bag_fisher,48,1,6.0,0.05988620931042554,0.1932736409352558,6,1536,409,9,0.6222091009536781,0.628481349674694,47,0.05988620931042554,0.9442809029962426,0.9442809029962426,0.0,0,1,0.02624465612160815,0.1357901470402773,,-1,0
ct_w4_i1,4,calibration,width3,256,101,sampled_bag_fisher,48,1,5.0,0.030372713035541565,0.18752823334675775,5,1280,409,9,0.6989099019694345,0.7050108355456814,44,0.030372713035541565,0.9715787708227046,0.9715787708227046,0.0,0,1,0.008878195987780606,0.047343249756765786,,-1,0
ct_w4_i2,4,evaluation,chain,256,0,sampled_bag_fisher,31,0,,2.000126857842057,0.329221709957411,199,50944,91,3,0.7788756962401749,-0.5921537124424247,26,2.000126857842057,2.015146990048559e-31,0.5319678016475622,2.0,7,1,3.217268509180138e-05,9.772346148121071e-05,,-1,0
ct_w4_i2,4,evaluation,chain,256,19,sampled_bag_fisher,31,0,,1.000046829921617,0.350831283393707,199,50944,91,3,0.8712289606524951,-0.7105345226246396,28,1.000046829921617,1.883807218800327e-43,0.9999707187131944,1.0,10,1,1.2112181733924107e-05,3.4524235172983914e-05,386813.2722877543,31,1
ct_w4_i2,4,evaluation,chain,256,42,sampled_bag_fisher,31,0,,2.0000623224273877,0.27017157799115404,199,50944,91,3,0.8785078603276151,-0.6753144185926403,26,2.0000623224273877,5.032498969162256e-40,0.629367348842459,2.0,9,1,1.8487601497022452e-05,6.842911321200401e-05,,-1,0
ct_w4_i2,4,evaluation,chain,256,50,sampled_bag_fisher,31,0,,2.00013966676579,0.34262426930873113,199,50944,91,3,0.842673391086716,-0.6102401700711105,27,2.00013966676579,3.99716028713852e-31,0.9661873374917528,2.0,6,1,3.6739960782968994e-05,0.00010723105183732163,37452209.23832032,31,1
ct_w4_i2,4,evaluation,chain,256,101,sampled_bag_fisher,31,0,,2.000186164229218,0.3977753786355293,199,50944,91,3,0.9014870591166319,-0.7236137417840753,28,2.000186164229218,2.2135804619663812e-39,0.759457211341964,2.0,9,1,9.374214740838296e-05,0.000235666037777256,,-1,0
ct_w4_i2,4,evaluation,problem_tree,256,0,sampled_bag_fisher,31,1,3.0,0.0939729895614434,0.33496887784165974,3,768,91,3,0.5270450993490234,0.27618576848260284,27,0.0939729895614434,0.9176742978226919,0.9176742978226919,0.0,0,1,0.021187797039959433,0.06325303167410953,,-1,0
ct_w4_i2,4,evaluation,problem_tree,256,19,sampled_bag_fisher,31,1,7.0,0.07398938988809611,0.4062092141867477,7,1792,91,3,0.47171210976011346,0.3680545750374918,30,0.07398938988809611,0.9374522599113624,0.9374522599113624,0.0,0,1,0.028033823546332395,0.0690132635283953,,-1,0
