instance_id,instance_width,split,graph,seed,budget,success,first_success_step,minimum_gap,final_gap,final_pstar,final_dominant_probability,final_dominant_gap,final_dominant_hamming,final_dominant_local_min,final_gradient_rms,final_fisher_condition,final_fisher_rank,gradient_evaluations,iterations,mean_accepted_alpha,minimum_accepted_alpha,first_direction_cosine_exact_natural,first_direction_cosine_projected_target,final_target_beta,final_transverse_norm,initial_target_beta
ct_w3_i4,3,evaluation,problem_tree,50,200,1,4.0,0.07941246261860968,0.07941246261860968,0.9266965455881302,0.9266965455881302,0.0,0,1,0.02274957643970593,28422945167.418118,31,10,5,1.0,1.0,1.0,0.9187167958676129,2.8363525276633688,5.315686906378123,1.061983828284677
ct_w3_i4,3,evaluation,problem_tree,101,200,1,6.0,0.08564926294491926,0.08564926294491926,0.9238131387381442,0.9238131387381442,0.0,0,1,0.050816186834885965,156271443261.35992,31,14,7,1.0,1.0,1.0,0.9259730533972831,3.275814465639628,9.33091210855656,1.0224815195179247
ct_w3_i4,3,evaluation,width2,0,200,1,12.0,0.08311699170962328,0.08311699170962328,0.9170892372155752,0.9170892372155752,0.0,0,1,0.09709737114247184,9438564396.002842,43,26,13,1.0,1.0,1.0,0.9818055253020203,6.804111221911935,9.324998417682083,1.1025582015010063
ct_w3_i4,3,evaluation,width2,19,200,1,19.0,0.07722703081940274,0.07722703081940274,0.9248482413803247,0.9248482413803247,0.0,0,1,0.07518521174310427,35007274931.54569,43,40,20,1.0,1.0,1.0,0.9913674062258165,9.471755396138143,16.237690301120754,0.8811480603535842
ct_w3_i4,3,evaluation,width2,42,200,0,,1.000000001715545,1.000000001715545,4.820112198244874e-12,0.28647461469723773,1.0,8,1,9.293673236114013e-10,861623391871.6714,38,125,62,1.0,1.0,1.0,0.9822001574401099,11.873167109865006,28.984542817085416,0.9969069780092484
ct_w3_i4,3,evaluation,width2,50,200,1,11.0,0.05507388585838946,0.05507388585838946,0.9451548977935249,0.9451548977935249,0.0,0,1,0.05915201674741053,2585139137.1251216,43,24,12,1.0,1.0,1.0,0.9830323681238529,6.2441643105919455,9.187109710451308,1.048866729818259
ct_w3_i4,3,evaluation,width2,101,200,1,13.0,0.0812036651446757,0.0812036651446757,0.9188662329502538,0.9188662329502538,0.0,0,1,0.09583871169514557,11943844571.929192,43,28,14,1.0,1.0,1.0,0.984184240183059,7.20154023617388,10.6922470272689,1.024148986721226
ct_w3_i4,3,evaluation,width3,0,200,1,11.0,0.09557982814292387,0.09557982814292387,0.9054169083179765,0.9054169083179765,0.0,0,1,0.08099976156127017,8634437.485101454,46,24,12,1.0,1.0,1.0,0.9999999999999996,6.597704900435212,2.009764331490989,1.097704900435215
ct_w3_i4,3,evaluation,width3,19,200,1,13.0,0.07489600078920944,0.07489600078920944,0.925419954690778,0.925419954690778,0.0,0,1,0.07620812523910848,6041573398.567444,46,28,14,1.0,1.0,1.0,1.0000000000000002,7.39816052661588,2.0120517580609545,0.8981605266158947
ct_w3_i4,3,evaluation,width3,42,200,1,15.0,0.06986783338346214,0.06986783338346214,0.9302427822585616,0.9302427822585616,0.0,0,1,0.06277989763445903,2179356946.567772,46,32,16,1.0,1.0,1.0,0.9999999999999998,8.502192417715936,1.676384862787175,1.0021924177159405
ct_w3_i4,3,evaluation,width3,50,200,1,9.0,0.0969497834354236,0.0969497834354236,0.9061744133169782,0.9061744133169782,0.0,0,1,0.0476823552948318,4692305.893414819,46,20,10,1.0,1.0,1.0,1.0,5.554559415133363,2.0832636274181,1.0545594151333624
ct_w3_i4,3,evaluation,width3,101,200,1,10.0,0.09673671606499745,0.09673671606499745,0.9052909218097165,0.9052909218097165,0.0,0,1,0.05600168139081165,4461707.663855796,46,22,11,1.0,1.0,1.0,0.9999999999999998,6.037812793926913,2.080406047918062,1.0378127939269155
ct_w3_i5,3,evaluation,chain,0,200,0,,1.0000039227681956,1.0000038376426748,3.8326111191669388e-31,0.9890361197416505,1.0,3,1,3.3582042119009466e-06,788148929623.3721,14,401,200,1.0,1.0,1.0,-0.7975129238270546,2.569719103284244,32.56077052566948,1.0853788955891048
ct_w3_i5,3,evaluation,chain,19,200,0,,1.0000000000051266,1.0000000000051266,7.106586684095282e-72,0.9999999999948697,1.0,6,1,2.2158386483039065e-12,657534154547.7853,20,213,58,0.8667216629817568,9.5367431640625e-07,1.0,-0.7805055490177837,3.0790127955952187,42.74517979848407,0.9290096308203944
ct_w3_i5,3,evaluation,chain,42,200,0,,1.0000000000003322,1.0000000000003322,1.9996528830577035e-80,0.999287896451079,1.0,8,1,8.632695711362079e-14,522472746233.2328,10,82,41,1.0,1.0,1.0,-0.7556994189636997,3.5190278924463154,35.86955988274176,1.0246840860855972
ct_w3_i5,3,evaluation,chain,50,200,0,,1.0000000001040945,1.0000000001040945,1.9280960476069315e-33,0.8151413917047049,1.0,6,1,2.4364602498362765e-11,249329698668.05948,11,62,31,1.0,1.0,1.0,-0.6776646393394442,2.8337660877760507,32.11023517005836,1.0438109044916242
ct_w3_i5,3,evaluation,chain,101,200,0,,2.0000000000207745,2.0000000000207745,1.5807171746742766e-67,0.9846393057594829,2.0,10,1,6.03014950316629e-12,240982959848.23776,17,74,37,1.0,1.0,1.0,-0.7834227477979504,3.5310572452504023,32.45897499010495,1.0238777742837148
ct_w3_i5,3,evaluation,problem_tree,0,200,1,4.0,0.07683789545946951,0.07683789545946951,0.9293799583591782,0.9293799583591782,0.0,0,1,0.023798618560660463,1412964901.2018797,31,10,5,1.0,1.0,1.0,0.8002881759315608,2.8042611900961907,5.814258210329135,1.1082674498785992
ct_w3_i5,3,evaluation,problem_tree,19,200,1,5.0,0.040854305873990526,0.040854305873990526,0.9641763423687277,0.9641763423687277,0.0,0,1,0.013164131726895673,813600845.4802645,31,12,6,1.0,1.0,1.0,0.8820190533925629,3.094044613444356,7.1858874399837465,0.9599515877394835
ct_w3_i5,3,evaluation,problem_tree,42,200,1,5.0,0.09918318659061676,0.09918318659061676,0.9057158247728119,0.9057158247728119,0.0,0,1,0.03478645876701857,84935655376.7954,31,12,6,1.0,1.0,1.0,0.8105397598611029,3.1717368892037774,6.159259379128106,1.0243068484917306
ct_w3_i5,3,evaluation,problem_tree,50,200,1,5.0,0.042455030660219606,0.042455030660219606,0.9589139308627813,0.9589139308627813,0.0,0,1,0.019296523307004047,9040654258.194025,31,12,6,1.0,1.0,1.0,0.7605464266457767,3.084861021958478,7.444858270788266,1.0499216364227937
ct_w3_i5,3,evaluation,problem_tree,101,200,1,5.0,0.09021241146202108,0.09021241146202108,0.911805232017499,0.911805232017499,0.0,0,1,0.04809662161096524,3863807786.7424397,31,12,6,1.0,1.0,1.0,0.853022515578658,3.1107848140085057,8.107543007681604,1.0274302219759175
ct_w3_i5,3,evaluation,width2,0,200,1,9.0,0.09708888642149205,0.09708888642149205,0.9035514846960246,0.9035514846960246,0.0,0,1,0.0671963054759978,15358079243.997637,41,20,10,1.0,1.0,1.0,0.9551331336642339,5.360051185981196,8.036776014663657,1.0927492740143105
ct_w3_i5,3,evaluation,width2,19,200,1,13.0,0.07769056874250069,0.07769056874250069,0.9223497500406439,0.9223497500406439,0.0,0,1,0.07798899783633931,7691670983.427246,41,28,14,1.0,1.0,1.0,0.9755489789424074,6.8030546361191995,11.370605245507292,0.9404991137821018
ct_w3_i5,3,evaluation,width2,42,200,1,11.0,0.06230389098948663,0.06230389098948663,0.9381933786857682,0.9381933786857682,0.0,0,1,0.050772681258855215,18481041464.747063,41,24,12,1.0,1.0,1.0,0.9812883553270167,6.231755414750672,9.169039366004979,1.019143370633375
ct_w3_i5,3,evaluation,width2,50,200,1,10.0,0.09289757716440583,0.09289757716440583,0.9074896013814007,0.9074896013814007,0.0,0,1,0.07705974129885744,13098528727.44855,41,22,11,1.0,1.0,1.0,0.9668350231374704,5.742695785322246,8.445674388881319,1.04578969978675
ct_w3_i5,3,evaluation,width2,101,200,1,13.0,0.0825744568226856,0.0825744568226856,0.9174584179602185,0.9174584179602185,0.0,0,1,0.09156655711193512,30902207717.997772,41,28,14,1.0,1.0,1.0,0.9720166414178577,6.862859436313747,11.323951395448155,1.0044784397461406
ct_w3_i5,3,evaluation,width3,0,200,1,10.0,0.09988167160248196,0.09988167160248196,0.9017785163180205,0.9017785163180205,0.0,0,1,0.06296473110194226,16913902.027990285,47,22,11,1.0,1.0,1.0,1.0000000000000002,6.102921507996236,1.9560811375744989,1.1029215079962364
ct_w3_i5,3,evaluation,width3,19,200,1,12.0,0.08705271638959466,0.08705271638959466,0.91399472283295,0.91399472283295,0.0,0,1,0.0624056275834337,457765713.83736855,47,26,13,1.0,1.0,1.0,1.0000000000000002,6.943733179179334,2.0026102980585216,0.9437331791793367
ct_w3_i5,3,evaluation,width3,42,200,1,13.0,0.08442130282989346,0.08442130282989346,0.9161871643308417,0.9161871643308417,0.0,0,1,0.058361989743361334,1393041792.418471,47,28,14,1.0,1.0,1.0,0.9999999999999999,7.508479926477511,1.7184716726350182,1.0084799264775137
ct_w3_i5,3,evaluation,width3,50,200,1,12.0,0.09474092018522207,0.09474092018522207,0.906005598512059,0.906005598512059,0.0,0,1,0.07866990002766674,503267898.50511557,47,26,13,1.0,1.0,1.0,1.0000000000000002,7.060661435720015,2.0676835532557725,1.0606614357200186
ct_w3_i5,3,evaluation,width3,101,200,1,19.0,0.06233361864312137,0.06233361864312137,0.9376716831293739,0.9376716831293739,0.0,0,1,0.07789062010774551,16177029970.058638,47,40,20,1.0,1.0,1.0,0.9999999999999999,10.151858856327964,4.803340472653701,1.0148624684880283
ct_w4_i1,4,calibration,chain,0,200,0,,1.0000000001680611,1.0000000001680611,8.89186587715484e-44,0.5078837394290651,1.0,6,1,4.1666558082391745e-11,934541520513.6708,11,94,47,1.0,1.0,1.0,-0.9213114015718923,2.887751885997359,30.225952949222297,1.0841816140024283
ct_w4_i1,4,calibration,chain,19,200,0,,3.0000000000874554,3.0000000000874554,1.9979436144667705e-36,0.38094761140566685,3.0,6,1,2.3722127515985896e-11,185604174134.26678,12,192,96,1.0,1.0,1.0,-0.9235608440618844,2.856746121014796,32.23753112059298,0.9633268774882239
ct_w4_i1,4,calibration,chain,42,200,0,,2.0000000000379696,2.000000000036694,8.334224699620866e-48,0.9052599854042062,2.0,6,1,1.1561645441580296e-11,502860804505.2828,11,173,86,1.0,1.0,1.0,-0.8923123571786666,3.042477376096538,31.806009033483555,1.0374945839895158
ct_w4_i1,4,calibration,chain,50,200,0,,2.0000000000271303,2.0000000000271303,2.6380784752023276e-61,0.7298224840836407,2.0,7,1,7.28505085388822e-12,686307332090.019,11,188,94,1.0,1.0,1.0,-0.7998246676316988,3.1278700603817002,28.41508831351493,1.0697496191770448
ct_w4_i1,4,calibration,chain,101,200,0,,2.000000000102176,2.000000000102176,4.221944380265659e-24,0.2896223551970547,2.0,5,1,2.6507363551701577e-11,757971900903.8057,13,72,36,1.0,1.0,1.0,-0.9127415544209073,3.0208262143778972,32.33069595302613,1.0781705460724913
ct_w4_i1,4,calibration,problem_tree,0,200,1,5.0,0.025267458491624595,0.025267458491624595,0.9836385597319701,0.9836385597319701,0.0,0,1,0.008081748395660518,405789771218.1566,31,12,6,1.0,1.0,1.0,0.8372702096649342,2.9125106884974827,8.697015040321746,1.10643159946804
ct_w4_i1,4,calibration,problem_tree,19,200,0,,1.0000000000413625,1.0000000000394245,1.8245182024446576e-17,0.9314075197620311,1.0,6,1,1.4219556278442849e-11,128844572074.24881,12,303,151,1.0,1.0,1.0,0.7800251057640619,4.780257285975863,27.21033281969864,0.959015353562589
ct_w4_i1,4,calibration,problem_tree,42,200,0,,1.0000088756390504,1.0000087699855502,9.923160491765034e-17,0.9941542781618926,1.0,6,1,6.84772930055343e-06,355257974104.14453,16,401,200,1.0,1.0,1.0,0.8435162524516959,4.4049580269136355,28.12481711696199,1.0422614500558922
ct_w4_i1,4,calibration,problem_tree,50,200,1,6.0,0.04049923558842394,0.04049923558842394,0.9627723709284535,0.9627723709284535,0.0,0,1,0.025025497418889094,19080223598.573875,30,14,7,1.0,1.0,1.0,0.8828691734671076,3.336819723272208,9.054196132465753,1.0439013122203138
ct_w4_i1,4,calibration,problem_tree,101,200,1,7.0,0.031711061240576655,0.031711061240576655,0.9776043570029835,0.9776043570029835,0.0,0,1,0.018866770585448167,45237667172.489685,29,16,8,1.0,1.0,1.0,0.8869364232738697,3.530649001525548,10.517957792251028,1.0948909085932432
ct_w4_i1,4,calibration,width2,0,200,1,14.0,0.06964440220170154,0.06964440220170154,0.9313223988146014,0.9313223988146014,0.0,0,1,0.07706495305853608,16319655641.533268,43,30,15,1.0,1.0,1.0,0.9793058603177488,7.519503037114202,11.224935286810245,1.0871747498625572
ct_w4_i1,4,calibration,width2,19,200,1,17.0,0.06394525410732221,0.06394525410732221,0.9364261193124178,0.9364261193124178,0.0,0,1,0.06713753491038067,83528245575.70226,43,36,18,1.0,1.0,1.0,0.9648732023489124,8.633557812090773,13.472093385355707,0.9567861467851244
