instance_id,instance_width,graph,seed,method,parameter_dimension,exact_ng_norm,exact_ng_target_cosine,exact_alignment_residual,exact_explained_variance,sample_rank,sample_alignment_residual,direction_cosine_exact_ng,direction_relative_error_exact_ng,direction_cosine_target
ct_w6_i3,6,chain,50,protected_ray_star,31,2.3699381751325337,-0.7149734820952341,2.5766674149354474,0.6708262354008565,24,2.6095558244662738,0.7430226538178833,0.7239914667562792,-0.981942687832496
ct_w6_i3,6,chain,101,sampled_diagonal_fisher,31,2.8859778219294205,-0.8821098291759808,2.2090027533773124,0.8204748860304601,27,2.2209972322607476,0.7506249677049142,0.7062223903206207,-0.6716195893441156
ct_w6_i3,6,chain,101,sampled_two_block_fisher,31,2.8859778219294205,-0.8821098291759808,2.2090027533773124,0.8204748860304601,27,2.2209972322607476,0.8385188698208454,0.5682976863918321,-0.810725141265934
ct_w6_i3,6,chain,101,sampled_star_fisher,31,2.8859778219294205,-0.8821098291759808,2.2090027533773124,0.8204748860304601,27,2.2209972322607476,0.1693858262927363,1.2888864757667864,0.039906325234481975
ct_w6_i3,6,chain,101,sampled_full_fisher,31,2.8859778219294205,-0.8821098291759808,2.2090027533773124,0.8204748860304601,27,2.2209972322607476,0.7933398244414875,0.6428999542051815,-0.6324855624521958
ct_w6_i3,6,chain,101,protected_ray_star,31,2.8859778219294205,-0.8821098291759808,2.2090027533773124,0.8204748860304601,27,2.2209972322607476,0.8850779842505233,0.484791136253714,-0.9797475726241394
ct_w6_i3,6,problem_tree,0,sampled_diagonal_fisher,31,2.354468501401287,0.4408500521001535,1.7316193431964022,0.9080351290181958,28,1.4105927863614243,0.6048508385411343,0.9261027815138949,0.20646291129627067
ct_w6_i3,6,problem_tree,0,sampled_two_block_fisher,31,2.354468501401287,0.4408500521001535,1.7316193431964022,0.9080351290181958,28,1.4105927863614243,0.45053464886113703,1.090988019176727,-0.16333970592306754
ct_w6_i3,6,problem_tree,0,sampled_star_fisher,31,2.354468501401287,0.4408500521001535,1.7316193431964022,0.9080351290181958,28,1.4105927863614243,0.791393322784979,0.6749981124855993,0.45146984552145863
ct_w6_i3,6,problem_tree,0,sampled_full_fisher,31,2.354468501401287,0.4408500521001535,1.7316193431964022,0.9080351290181958,28,1.4105927863614243,0.6927140758421951,0.7953550466037372,0.2827164034648098
ct_w6_i3,6,problem_tree,0,protected_ray_star,31,2.354468501401287,0.4408500521001535,1.7316193431964022,0.9080351290181958,28,1.4105927863614243,0.7196566602102111,0.8055617719332306,0.7395198034173148
ct_w6_i3,6,problem_tree,19,sampled_diagonal_fisher,31,2.441585982349092,0.5879121724073627,1.2862968775243386,0.7539796741067241,30,1.2971253424067977,0.6212935089722745,0.8880400512751556,-0.0023448354582574498
ct_w6_i3,6,problem_tree,19,sampled_two_block_fisher,31,2.441585982349092,0.5879121724073627,1.2862968775243386,0.7539796741067241,30,1.2971253424067977,0.40233777366085544,1.11520383476928,-0.26368865409347403
ct_w6_i3,6,problem_tree,19,sampled_star_fisher,31,2.441585982349092,0.5879121724073627,1.2862968775243386,0.7539796741067241,30,1.2971253424067977,0.8929168061091892,0.4733810013226609,0.38548859768337285
ct_w6_i3,6,problem_tree,19,sampled_full_fisher,31,2.441585982349092,0.5879121724073627,1.2862968775243386,0.7539796741067241,30,1.2971253424067977,0.7905259073706664,0.6444993231839204,0.19641828386161655
ct_w6_i3,6,problem_tree,19,protected_ray_star,31,2.441585982349092,0.5879121724073627,1.2862968775243386,0.7539796741067241,30,1.2971253424067977,0.8123324281234833,0.639652700874664,0.9185467699657418
ct_w6_i3,6,problem_tree,42,sampled_diagonal_fisher,31,2.2399226496410547,0.4669085241355945,1.6420254228914057,0.7739040754557419,30,1.4517530731486468,0.5709627523984526,0.9947771723075156,0.09474947608198107
ct_w6_i3,6,problem_tree,42,sampled_two_block_fisher,31,2.2399226496410547,0.4669085241355945,1.6420254228914057,0.7739040754557419,30,1.4517530731486468,0.3587532525741413,1.1831273007655738,-0.3238490346195252
ct_w6_i3,6,problem_tree,42,sampled_star_fisher,31,2.2399226496410547,0.4669085241355945,1.6420254228914057,0.7739040754557419,30,1.4517530731486468,0.8575054169389418,0.5527976294825829,0.4325793188234977
ct_w6_i3,6,problem_tree,42,sampled_full_fisher,31,2.2399226496410547,0.4669085241355945,1.6420254228914057,0.7739040754557419,30,1.4517530731486468,0.8395771309293647,0.5557933373901564,0.12734405177883232
ct_w6_i3,6,problem_tree,42,protected_ray_star,31,2.2399226496410547,0.4669085241355945,1.6420254228914057,0.7739040754557419,30,1.4517530731486468,0.756078888732213,0.731998397065557,0.8400513076016891
ct_w6_i3,6,problem_tree,50,sampled_diagonal_fisher,31,2.3973602243308196,0.45708017249820476,1.0919779216434702,0.8511084530732462,28,1.05457307602097,0.5142036937923777,1.0157160950915298,0.1372840755857351
ct_w6_i3,6,problem_tree,50,sampled_two_block_fisher,31,2.3973602243308196,0.45708017249820476,1.0919779216434702,0.8511084530732462,28,1.05457307602097,0.3975093700748039,1.1307890131771705,-0.2170082426156009
ct_w6_i3,6,problem_tree,50,sampled_star_fisher,31,2.3973602243308196,0.45708017249820476,1.0919779216434702,0.8511084530732462,28,1.05457307602097,0.6305099767366856,0.8862820869763158,0.1973004693612061
ct_w6_i3,6,problem_tree,50,sampled_full_fisher,31,2.3973602243308196,0.45708017249820476,1.0919779216434702,0.8511084530732462,28,1.05457307602097,0.7657396984265844,0.6698302362591485,0.13627153360853653
ct_w6_i3,6,problem_tree,50,protected_ray_star,31,2.3973602243308196,0.45708017249820476,1.0919779216434702,0.8511084530732462,28,1.05457307602097,0.5054404788608899,0.8629118696369095,0.8872616443108747
ct_w6_i3,6,problem_tree,101,sampled_diagonal_fisher,31,2.216639767527759,0.6141807345436253,1.5836062427399387,0.7784623412269075,29,1.7660514498267068,0.6515014439555995,0.9048300507635331,0.16746717734654298
ct_w6_i3,6,problem_tree,101,sampled_two_block_fisher,31,2.216639767527759,0.6141807345436253,1.5836062427399387,0.7784623412269075,29,1.7660514498267068,0.4299057457660809,1.1515232052459932,-0.12401374154102648
ct_w6_i3,6,problem_tree,101,sampled_star_fisher,31,2.216639767527759,0.6141807345436253,1.5836062427399387,0.7784623412269075,29,1.7660514498267068,0.8245800697948904,0.6288245625745851,0.4820886233982505
ct_w6_i3,6,problem_tree,101,sampled_full_fisher,31,2.216639767527759,0.6141807345436253,1.5836062427399387,0.7784623412269075,29,1.7660514498267068,0.7358494861268978,0.6788589897799652,0.1794352616024771
ct_w6_i3,6,problem_tree,101,protected_ray_star,31,2.216639767527759,0.6141807345436253,1.5836062427399387,0.7784623412269075,29,1.7660514498267068,0.8112873921549507,0.7867014476395425,0.5952323737922173
ct_w6_i3,6,width2,0,sampled_diagonal_fisher,42,4.163669481762671,0.914784546640692,0.6812322576140081,0.9102172707838526,35,0.4764270773609672,0.36460071340048833,1.1272970208419,0.297581374492897
ct_w6_i3,6,width2,0,sampled_two_block_fisher,42,4.163669481762671,0.914784546640692,0.6812322576140081,0.9102172707838526,35,0.4764270773609672,0.13566080910983758,1.268456505945784,0.042661012161511365
ct_w6_i3,6,width2,0,sampled_star_fisher,42,4.163669481762671,0.914784546640692,0.6812322576140081,0.9102172707838526,35,0.4764270773609672,0.5375734744337637,0.961692804970731,0.36762226262215697
ct_w6_i3,6,width2,0,sampled_full_fisher,42,4.163669481762671,0.914784546640692,0.6812322576140081,0.9102172707838526,35,0.4764270773609672,0.5799815593795178,0.8356830603899371,0.4225512564901238
ct_w6_i3,6,width2,0,protected_ray_star,42,4.163669481762671,0.914784546640692,0.6812322576140081,0.9102172707838526,35,0.4764270773609672,0.9127549151899532,0.421915564675616,0.9820539386021429
ct_w6_i3,6,width2,19,sampled_diagonal_fisher,42,4.3443413748802095,0.8949147725724106,0.979898835360091,0.8020337899578676,42,0.974845693463502,0.3993221249724066,0.9982165763445734,0.21736799514272462
ct_w6_i3,6,width2,19,sampled_two_block_fisher,42,4.3443413748802095,0.8949147725724106,0.979898835360091,0.8020337899578676,42,0.974845693463502,0.5738642892931259,0.8737108520962242,0.3877921296471658
ct_w6_i3,6,width2,19,sampled_star_fisher,42,4.3443413748802095,0.8949147725724106,0.979898835360091,0.8020337899578676,42,0.974845693463502,0.7676331568356185,0.6584428050322629,0.5783777542478902
ct_w6_i3,6,width2,19,sampled_full_fisher,42,4.3443413748802095,0.8949147725724106,0.979898835360091,0.8020337899578676,42,0.974845693463502,0.8986613390116962,0.4501969813055254,0.7353517993513956
ct_w6_i3,6,width2,19,protected_ray_star,42,4.3443413748802095,0.8949147725724106,0.979898835360091,0.8020337899578676,42,0.974845693463502,0.9346680420507915,0.36620921279481033,0.978000100297788
ct_w6_i3,6,width2,42,sampled_diagonal_fisher,42,4.257079285724805,0.8994957878116444,1.0011542591017044,0.7601526392389442,42,1.0097504181533943,0.25534812355351555,1.0940799643101915,0.07866317132613082
ct_w6_i3,6,width2,42,sampled_two_block_fisher,42,4.257079285724805,0.8994957878116444,1.0011542591017044,0.7601526392389442,42,1.0097504181533943,0.0940077543825242,1.1911379745729258,-0.136462454987384
ct_w6_i3,6,width2,42,sampled_star_fisher,42,4.257079285724805,0.8994957878116444,1.0011542591017044,0.7601526392389442,42,1.0097504181533943,0.8227370124842069,0.5801639813893,0.7087360886629045
ct_w6_i3,6,width2,42,sampled_full_fisher,42,4.257079285724805,0.8994957878116444,1.0011542591017044,0.7601526392389442,42,1.0097504181533943,0.8943342046492642,0.44802640321036896,0.7328177293771604
ct_w6_i3,6,width2,42,protected_ray_star,42,4.257079285724805,0.8994957878116444,1.0011542591017044,0.7601526392389442,42,1.0097504181533943,0.9255852532798449,0.38213990228988,0.9710497261565676
ct_w6_i3,6,width2,50,sampled_diagonal_fisher,42,4.396740461027878,0.8520444689203436,2.0110914237315476,0.8204719133482874,41,1.7430128962496996,0.19634397914964166,1.1222963656668459,-0.09688657848364078
ct_w6_i3,6,width2,50,sampled_two_block_fisher,42,4.396740461027878,0.8520444689203436,2.0110914237315476,0.8204719133482874,41,1.7430128962496996,0.40223958205913485,0.9648842020451094,0.06567088584522654
ct_w6_i3,6,width2,50,sampled_star_fisher,42,4.396740461027878,0.8520444689203436,2.0110914237315476,0.8204719133482874,41,1.7430128962496996,0.586689062691347,0.8608343427785318,0.3306793560225764
ct_w6_i3,6,width2,50,sampled_full_fisher,42,4.396740461027878,0.8520444689203436,2.0110914237315476,0.8204719133482874,41,1.7430128962496996,0.730191068072714,0.7024062722854124,0.49081839490257423
ct_w6_i3,6,width2,50,protected_ray_star,42,4.396740461027878,0.8520444689203436,2.0110914237315476,0.8204719133482874,41,1.7430128962496996,0.9003746214702685,0.48473538793694815,0.9482193600957951
ct_w6_i3,6,width2,101,sampled_diagonal_fisher,42,4.207487163112329,0.8979457809112359,1.2631066876129322,0.7922495752039458,39,1.4195548837566851,0.3436822236573543,1.0073302686759802,0.1768424221589268
ct_w6_i3,6,width2,101,sampled_two_block_fisher,42,4.207487163112329,0.8979457809112359,1.2631066876129322,0.7922495752039458,39,1.4195548837566851,0.45097907500623086,0.9501003365394598,0.25934566880057336
ct_w6_i3,6,width2,101,sampled_star_fisher,42,4.207487163112329,0.8979457809112359,1.2631066876129322,0.7922495752039458,39,1.4195548837566851,0.5457844062439409,0.8642058279666919,0.2859283771040491
ct_w6_i3,6,width2,101,sampled_full_fisher,42,4.207487163112329,0.8979457809112359,1.2631066876129322,0.7922495752039458,39,1.4195548837566851,0.6509373603306617,0.7974544621303917,0.5159682782371798
ct_w6_i3,6,width2,101,protected_ray_star,42,4.207487163112329,0.8979457809112359,1.2631066876129322,0.7922495752039458,39,1.4195548837566851,0.9308809820810827,0.45580937964453705,0.9513680022650675
ct_w6_i3,6,width3,0,sampled_diagonal_fisher,47,4.855845894628665,0.9775181950284579,0.48290439308562194,0.922099198723963,46,0.44905438915765633,0.37297783370009785,1.062769077078098,0.341742183621619
