instance_id,instance_width,split,graph,samples_per_batch,total_samples_per_update,seed,method,success,first_success_step,minimum_gap,sample_batches,total_samples,first_direction_cosine_exact_ng,first_sample_rank,final_gap,final_pstar,final_dominant_probability,final_gradient_ratio,final_trap_candidate
ct_w3_i3,3,evaluation,width3,256,512,19,independent_equal_full_fisher,1,15.0,0.09869166733835932,15,7680,0.7465022700333215,46,0.09869166733835932,0.91607062451365,0.91607062451365,0.37933475752234597,0
ct_w3_i3,3,evaluation,width3,256,512,42,independent_equal_full_fisher,1,12.0,0.08011111600957221,12,6144,0.8751476276585417,47,0.08011111600957221,0.9440966905969264,0.9440966905969264,0.3759138852536254,0
ct_w3_i3,3,evaluation,width3,256,512,50,independent_equal_full_fisher,0,,1.0000342943127247,199,101888,0.8283185318172759,46,1.0000342943127247,5.451464924842897e-29,0.6041750392028364,5.013934967086399e-05,0
ct_w3_i3,3,evaluation,width3,256,512,101,independent_equal_full_fisher,1,10.0,0.09710080715480451,10,5120,0.6949521644419533,46,0.09710080715480451,0.9171274034751284,0.9171274034751284,0.37177908323143394,0
ct_w3_i4,3,evaluation,problem_tree,256,512,0,independent_equal_full_fisher,1,12.0,0.06833630445173533,12,6144,0.6370698792462266,29,0.06833630445173533,0.9335382671316939,0.9335382671316939,0.08221296667599647,0
ct_w3_i4,3,evaluation,problem_tree,256,512,19,independent_equal_full_fisher,1,13.0,0.056776527146626066,13,6656,0.5999996297526646,29,0.056776527146626066,0.9452670362065542,0.9452670362065542,0.08387638954582056,0
ct_w3_i4,3,evaluation,problem_tree,256,512,42,independent_equal_full_fisher,1,13.0,0.03835776884256781,13,6656,0.6771932154142222,29,0.03835776884256781,0.9715455023280829,0.9715455023280829,0.048898261677158716,0
ct_w3_i4,3,evaluation,problem_tree,256,512,50,independent_equal_full_fisher,1,9.0,0.09771657339990902,9,4608,0.4932652182985418,29,0.09771657339990902,0.9291567959172612,0.9291567959172612,0.07671233127860169,0
ct_w3_i4,3,evaluation,problem_tree,256,512,101,independent_equal_full_fisher,1,10.0,0.06475254320110402,10,5120,0.6937783970107286,28,0.06475254320110402,0.946599197268044,0.946599197268044,0.11697007671628722,0
ct_w3_i4,3,evaluation,width3,64,128,0,independent_equal_full_fisher,1,20.0,0.07406991244482342,20,2560,0.4005768422132358,38,0.07406991244482342,0.9285972590192225,0.9285972590192225,0.3973090990499844,0
ct_w3_i4,3,evaluation,width3,64,128,19,independent_equal_full_fisher,1,16.0,0.08524637828867121,16,2048,0.3972705469561721,38,0.08524637828867121,0.9169302308354211,0.9169302308354211,0.26932666252179766,0
ct_w3_i4,3,evaluation,width3,64,128,42,independent_equal_full_fisher,1,26.0,0.08758271572721732,26,3328,0.4610020710762945,41,0.08758271572721732,0.9275918801373255,0.9275918801373255,0.23439019292907454,0
ct_w3_i4,3,evaluation,width3,64,128,50,independent_equal_full_fisher,1,26.0,0.03032114599673541,26,3328,0.37986719853569556,42,0.03032114599673541,0.969689326650577,0.969689326650577,0.07435720262346535,0
ct_w3_i4,3,evaluation,width3,64,128,101,independent_equal_full_fisher,0,,1.0000519094994722,199,25472,0.4817720699547706,41,1.0000519094994722,2.415801693022938e-13,0.893866680710091,0.0003262399024035461,0
ct_w3_i4,3,evaluation,width3,256,512,0,independent_equal_full_fisher,1,11.0,0.04717179176056696,11,5632,0.675701608846887,45,0.04717179176056696,0.9692867231945397,0.9692867231945397,0.17943461981409847,0
ct_w3_i4,3,evaluation,width3,256,512,19,independent_equal_full_fisher,1,11.0,0.05360719136426795,11,5632,0.5678122612201161,40,0.05360719136426795,0.9530615618490336,0.9530615618490336,0.19912819356349282,0
ct_w3_i4,3,evaluation,width3,256,512,42,independent_equal_full_fisher,1,16.0,0.09705631326847275,16,8192,0.7002981222126515,46,0.09705631326847275,0.9055541827441203,0.9055541827441203,0.4326369750388048,0
ct_w3_i4,3,evaluation,width3,256,512,50,independent_equal_full_fisher,1,9.0,0.09726712516174274,9,4608,0.6940195630190501,46,0.09726712516174274,0.9138975064685622,0.9138975064685622,0.1958880217893602,0
ct_w3_i4,3,evaluation,width3,256,512,101,independent_equal_full_fisher,1,13.0,0.09803814876532257,13,6656,0.6939170355040444,46,0.09803814876532257,0.9097842050262774,0.9097842050262774,0.30173855720134507,0
ct_w3_i5,3,evaluation,problem_tree,256,512,0,independent_equal_full_fisher,1,12.0,0.06300894077282493,12,6144,0.14028826561862245,26,0.06300894077282493,0.94626326587011,0.94626326587011,0.056946794397034026,0
ct_w3_i5,3,evaluation,problem_tree,256,512,19,independent_equal_full_fisher,1,9.0,0.07720158771720698,9,4608,0.6121688166400789,29,0.07720158771720698,0.9435858106868024,0.9435858106868024,0.06814320966990184,0
ct_w3_i5,3,evaluation,problem_tree,256,512,42,independent_equal_full_fisher,1,16.0,0.08023744278176181,16,8192,0.6159007877785494,29,0.08023744278176181,0.9219947313798905,0.9219947313798905,0.12204614820509728,0
ct_w3_i5,3,evaluation,problem_tree,256,512,50,independent_equal_full_fisher,1,7.0,0.07636261929298627,7,3584,0.45425242238075614,27,0.07636261929298627,0.9334792499014523,0.9334792499014523,0.07337966695461705,0
ct_w3_i5,3,evaluation,problem_tree,256,512,101,independent_equal_full_fisher,1,11.0,0.08010805482031813,11,5632,0.5462342576618732,28,0.08010805482031813,0.9230982908799036,0.9230982908799036,0.15473845683330262,0
ct_w3_i5,3,evaluation,width3,64,128,0,independent_equal_full_fisher,1,19.0,0.003272805534603407,19,2432,0.4586997054407242,40,0.003272805534603407,0.9967490732490731,0.9967490732490731,0.00523064135698672,0
ct_w3_i5,3,evaluation,width3,64,128,19,independent_equal_full_fisher,1,19.0,0.08035846049676287,19,2432,0.37068721525900483,38,0.08035846049676287,0.9216315704348191,0.9216315704348191,0.36657338513343307,0
ct_w3_i5,3,evaluation,width3,64,128,42,independent_equal_full_fisher,1,21.0,0.022227921081972468,21,2688,0.36436017179318164,38,0.022227921081972468,0.9780003773461858,0.9780003773461858,0.08729090334386867,0
ct_w3_i5,3,evaluation,width3,64,128,50,independent_equal_full_fisher,1,16.0,0.09857201651490044,16,2048,0.27980718278169053,39,0.09857201651490044,0.907447587227248,0.907447587227248,0.31347891811387996,0
ct_w3_i5,3,evaluation,width3,64,128,101,independent_equal_full_fisher,0,,1.000161631378237,199,25472,0.29779398517538325,33,1.000161631378237,3.63077450224374e-25,0.6364235000670253,0.00028071594454496683,0
ct_w3_i5,3,evaluation,width3,256,512,0,independent_equal_full_fisher,1,15.0,0.05064367858892105,15,7680,0.6725899715123169,47,0.05064367858892105,0.9535047700076883,0.9535047700076883,0.19154769015679904,0
ct_w3_i5,3,evaluation,width3,256,512,19,independent_equal_full_fisher,1,16.0,0.07804158770786529,16,8192,0.7323645124354777,46,0.07804158770786529,0.9256950081938466,0.9256950081938466,0.3867597795602606,0
ct_w3_i5,3,evaluation,width3,256,512,42,independent_equal_full_fisher,1,12.0,0.06191746388239139,12,6144,0.7449731597137619,47,0.06191746388239139,0.9500843682758223,0.9500843682758223,0.21467769868191586,0
ct_w3_i5,3,evaluation,width3,256,512,50,independent_equal_full_fisher,1,12.0,0.09544242018683136,12,6144,0.6209366256206812,47,0.09544242018683136,0.9187914057458221,0.9187914057458221,0.35479603432265394,0
ct_w3_i5,3,evaluation,width3,256,512,101,independent_equal_full_fisher,0,,1.0000324657124366,199,101888,0.650274354168575,41,1.0000324657124366,2.285559719051082e-24,0.8059210559059484,4.527222666041937e-05,0
ct_w4_i1,4,calibration,problem_tree,256,512,0,independent_equal_full_fisher,1,11.0,0.01930922650845801,11,5632,0.5100196117364455,28,0.01930922650845801,0.9842326020492598,0.9842326020492598,0.018439692128368046,0
ct_w4_i1,4,calibration,problem_tree,256,512,19,independent_equal_full_fisher,0,,1.0000267825118225,199,101888,0.6952310813510444,28,1.0000267825118225,1.5831484114853158e-23,0.7635085931519333,3.0696955758268886e-05,0
ct_w4_i1,4,calibration,problem_tree,256,512,42,independent_equal_full_fisher,1,21.0,0.007761288158357971,21,10752,0.3791392263137523,28,0.007761288158357971,0.9961108476022478,0.9961108476022478,0.012749417478654374,0
ct_w4_i1,4,calibration,problem_tree,256,512,50,independent_equal_full_fisher,1,8.0,0.08686702687935366,8,4096,0.6102449907955709,30,0.08686702687935366,0.947102059563406,0.947102059563406,0.10712385460109564,0
