instance_id,instance_width,split,graph,seed,method,parameter_dimension,gap,direction_cosine_exact_natural,direction_cosine_projected_target,direction_relative_error_exact_natural,direction_norm,exact_natural_norm,fisher_rank,fisher_condition
ct_w3_i1,3,calibration,problem_tree,50,exact_star,31,4.374780120164726,0.5892293998795223,0.482058809319174,0.8322333707969319,2.6761546681165567,3.3929578305039976,31,2933.075838870087
ct_w3_i1,3,calibration,problem_tree,50,projected_target,31,4.374780120164726,0.8777671356553282,1.0,1.1069197566609574,6.363961030678928,3.3929578305039976,31,2933.075838870087
ct_w3_i1,3,calibration,problem_tree,101,exact_natural,31,4.212793404091039,1.0,0.931297259521068,0.0,3.696605374035578,3.696605374035578,31,1566.4036172972458
ct_w3_i1,3,calibration,problem_tree,101,exact_regularized_full,31,4.212793404091039,0.7307432360932029,0.5613618301237142,0.7416606285041935,1.629596985322275,3.696605374035578,31,1566.4036172972458
ct_w3_i1,3,calibration,problem_tree,101,exact_diagonal,31,4.212793404091039,0.44496629111443303,0.3262118061819808,0.9453304806227135,2.7639336398926577,3.696605374035578,31,1566.4036172972458
ct_w3_i1,3,calibration,problem_tree,101,exact_two_block,31,4.212793404091039,0.2581528146716157,0.02555708215816336,1.0181016662397782,2.1416642687939307,3.696605374035578,31,1566.4036172972458
ct_w3_i1,3,calibration,problem_tree,101,exact_star,31,4.212793404091039,0.5061701559247823,0.4583505516897157,0.8759167201579355,2.437046116921824,3.696605374035578,31,1566.4036172972458
ct_w3_i1,3,calibration,problem_tree,101,projected_target,31,4.212793404091039,0.931297259521068,1.0,0.8701808768696121,6.363961030678928,3.696605374035578,31,1566.4036172972458
ct_w3_i1,3,calibration,width2,0,exact_natural,45,4.180420001596099,1.0000000000000002,0.9833157447289735,0.0,5.642112205743293,5.642112205743293,45,450.01099173859654
ct_w3_i1,3,calibration,width2,0,exact_regularized_full,45,4.180420001596099,0.8958256485092049,0.8623485419330356,0.6337459585892786,2.5051532894297286,5.642112205743293,45,450.01099173859654
ct_w3_i1,3,calibration,width2,0,exact_diagonal,45,4.180420001596099,0.33546109630687504,0.31996101340257804,0.9420622794024968,1.9149117059617615,5.642112205743293,45,450.01099173859654
ct_w3_i1,3,calibration,width2,0,exact_two_block,45,4.180420001596099,0.6548358410590147,0.5972565269271539,0.8333506397305688,1.713614817832132,5.642112205743293,45,450.01099173859654
ct_w3_i1,3,calibration,width2,0,exact_star,45,4.180420001596099,0.6092782273959677,0.5866176653304666,0.8421877779021802,1.8368044970751867,5.642112205743293,45,450.01099173859654
ct_w3_i1,3,calibration,width2,0,projected_target,45,4.180420001596099,0.9833157447289735,1.0,0.2647441311921883,6.6332495807108,5.642112205743293,45,450.01099173859654
ct_w3_i1,3,calibration,width2,19,exact_natural,45,4.491690907237528,0.9999999999999998,0.9875819178574969,0.0,5.76316736728583,5.76316736728583,45,713.3066372650723
ct_w3_i1,3,calibration,width2,19,exact_regularized_full,45,4.491690907237528,0.8653173094121994,0.8229394599052303,0.6357594804549449,2.732957230037556,5.76316736728583,45,713.3066372650723
ct_w3_i1,3,calibration,width2,19,exact_diagonal,45,4.491690907237528,0.45119412512113927,0.4429259059956916,0.9040648822013179,1.7669474823233873,5.76316736728583,45,713.3066372650723
ct_w3_i1,3,calibration,width2,19,exact_two_block,45,4.491690907237528,0.46810023982527627,0.45683844673383106,0.8974707742975485,1.794344005441052,5.76316736728583,45,713.3066372650723
ct_w3_i1,3,calibration,width2,19,exact_star,45,4.491690907237528,0.771842336962797,0.7474009191991042,0.7435384602240334,2.226706660032952,5.76316736728583,45,713.3066372650723
ct_w3_i1,3,calibration,width2,19,projected_target,45,4.491690907237528,0.9875819178574969,1.0,0.2266684264060767,6.6332495807108,5.76316736728583,45,713.3066372650723
ct_w3_i1,3,calibration,width2,42,exact_natural,45,4.1279512669250025,1.0,0.9928636831311841,0.0,5.9756526198724425,5.9756526198724425,45,254.27205509521022
ct_w3_i1,3,calibration,width2,42,exact_regularized_full,45,4.1279512669250025,0.9444691254953756,0.9299612151762829,0.5704522724864847,2.85735955336946,5.9756526198724425,45,254.27205509521022
ct_w3_i1,3,calibration,width2,42,exact_diagonal,45,4.1279512669250025,0.34685219638825243,0.3405351941813978,0.9379208724096696,2.081138164677359,5.9756526198724425,45,254.27205509521022
ct_w3_i1,3,calibration,width2,42,exact_two_block,45,4.1279512669250025,0.40070152832359573,0.3941086487523764,0.929424748725487,1.4611778933053505,5.9756526198724425,45,254.27205509521022
ct_w3_i1,3,calibration,width2,42,exact_star,45,4.1279512669250025,0.7297495810866068,0.7141088598174331,0.784841253800074,2.05789113436454,5.9756526198724425,45,254.27205509521022
ct_w3_i1,3,calibration,width2,42,projected_target,45,4.1279512669250025,0.9928636831311841,1.0,0.16719274381062416,6.6332495807108,5.9756526198724425,45,254.27205509521022
ct_w3_i1,3,calibration,width2,50,exact_natural,45,4.209470113867184,1.0000000000000002,0.9842492144088782,0.0,5.641316351068633,5.641316351068633,45,926.4286271091457
ct_w3_i1,3,calibration,width2,50,exact_regularized_full,45,4.209470113867184,0.8757259914683467,0.8306875031672152,0.6649692620739411,2.360739604904197,5.641316351068633,45,926.4286271091457
ct_w3_i1,3,calibration,width2,50,exact_diagonal,45,4.209470113867184,0.261278859219371,0.23833903714979351,0.9751325790908806,2.2546257971565944,5.641316351068633,45,926.4286271091457
ct_w3_i1,3,calibration,width2,50,exact_two_block,45,4.209470113867184,0.3880572017251492,0.32743967166479315,0.925767386154388,1.6962674895643437,5.641316351068633,45,926.4286271091457
ct_w3_i1,3,calibration,width2,50,exact_star,45,4.209470113867184,0.6549091698561228,0.627225985503484,0.8104594871573777,2.042591657717371,5.641316351068633,45,926.4286271091457
ct_w3_i1,3,calibration,width2,50,projected_target,45,4.209470113867184,0.9842492144088782,1.0,0.26068770371046995,6.6332495807108,5.641316351068633,45,926.4286271091457
ct_w3_i1,3,calibration,width2,101,exact_natural,45,4.0914368635840415,1.0000000000000002,0.9857842760268771,0.0,5.760181872196906,5.760181872196906,45,1349.2419578358592
ct_w3_i1,3,calibration,width2,101,exact_regularized_full,45,4.0914368635840415,0.8664023164408614,0.8355383140206938,0.6584927385435831,2.518009095055618,5.760181872196906,45,1349.2419578358592
ct_w3_i1,3,calibration,width2,101,exact_diagonal,45,4.0914368635840415,0.40659371119227217,0.3800330342479723,0.9220357013508812,1.6256510208927673,5.760181872196906,45,1349.2419578358592
ct_w3_i1,3,calibration,width2,101,exact_two_block,45,4.0914368635840415,0.6247114562163745,0.5859502507025333,0.836737412053297,1.8666196105515385,5.760181872196906,45,1349.2419578358592
ct_w3_i1,3,calibration,width2,101,exact_star,45,4.0914368635840415,0.6080335833330897,0.5874658043852297,0.8527159810138888,1.7099640385434929,5.760181872196906,45,1349.2419578358592
ct_w3_i1,3,calibration,width2,101,projected_target,45,4.0914368635840415,0.9857842760268771,1.0,0.23603832611133893,6.6332495807108,5.760181872196906,45,1349.2419578358592
ct_w3_i1,3,calibration,width3,0,exact_natural,49,4.085549114538509,1.0,0.9999999999999999,0.0,6.708203932500151,6.708203932500151,49,469.5206305544205
ct_w3_i1,3,calibration,width3,0,exact_regularized_full,49,4.085549114538509,0.9043854218097075,0.9043854218097391,0.6516912547200873,2.7626148447807237,6.708203932500151,49,469.5206305544205
ct_w3_i1,3,calibration,width3,0,exact_diagonal,49,4.085549114538509,0.3183558059903764,0.31835580599039315,0.9489817953080472,1.8418968162183953,6.708203932500151,49,469.5206305544205
ct_w3_i1,3,calibration,width3,0,exact_two_block,49,4.085549114538509,0.747945376031322,0.7479453760313493,0.8234210457674975,1.7485778761545954,6.708203932500151,49,469.5206305544205
ct_w3_i1,3,calibration,width3,0,exact_star,49,4.085549114538509,0.5580637915926228,0.5580637915926597,0.880490863184588,1.768391554801759,6.708203932500151,49,469.5206305544205
ct_w3_i1,3,calibration,width3,0,projected_target,49,4.085549114538509,0.9999999999999999,0.9999999999999999,1.8958816485976562e-13,6.708203932499369,6.708203932500151,49,469.5206305544205
ct_w3_i1,3,calibration,width3,19,exact_natural,49,4.2782262121211545,0.9999999999999999,0.9999999999999997,0.0,6.708203932501908,6.708203932501908,49,471.6143074640569
ct_w3_i1,3,calibration,width3,19,exact_regularized_full,49,4.2782262121211545,0.9119424481842205,0.9119424481843372,0.6067202291158431,3.119383021511249,6.708203932501908,49,471.6143074640569
ct_w3_i1,3,calibration,width3,19,exact_diagonal,49,4.2782262121211545,0.4008162365615542,0.4008162365616337,0.9262785574693475,1.7727587091453971,6.708203932501908,49,471.6143074640569
ct_w3_i1,3,calibration,width3,19,exact_two_block,49,4.2782262121211545,0.4944875160679455,0.4944875160680258,0.8958147015626297,1.8627900091524845,6.708203932501908,49,471.6143074640569
ct_w3_i1,3,calibration,width3,19,exact_star,49,4.2782262121211545,0.7406214892909434,0.7406214892910712,0.7872967780808908,2.2157795743570223,6.708203932501908,49,471.6143074640569
ct_w3_i1,3,calibration,width3,19,projected_target,49,4.2782262121211545,0.9999999999999997,0.9999999999999999,5.965125886231066e-13,6.708203932499369,6.708203932501908,49,471.6143074640569
ct_w3_i1,3,calibration,width3,42,exact_natural,49,3.971640201217159,1.0000000000000002,1.0,0.0,6.708203932498911,6.708203932498911,49,325.69800643763097
ct_w3_i1,3,calibration,width3,42,exact_regularized_full,49,3.971640201217159,0.9433843694938541,0.9433843694938214,0.5907904548123616,3.0488820945835973,6.708203932498911,49,325.69800643763097
ct_w3_i1,3,calibration,width3,42,exact_diagonal,49,3.971640201217159,0.32942663671199157,0.3294266367119712,0.9441908570698987,2.2385448486519994,6.708203932498911,49,325.69800643763097
ct_w3_i1,3,calibration,width3,42,exact_two_block,49,3.971640201217159,0.48585638703324124,0.48585638703323675,0.9085402884306913,1.5956177621063907,6.708203932498911,49,325.69800643763097
ct_w3_i1,3,calibration,width3,42,exact_star,49,3.971640201217159,0.6952277994860386,0.6952277994860101,0.8202168448160673,2.0133748904916313,6.708203932498911,49,325.69800643763097
ct_w3_i1,3,calibration,width3,42,projected_target,49,3.971640201217159,1.0,0.9999999999999999,5.579633166714238e-13,6.708203932499369,6.708203932498911,49,325.69800643763097
ct_w3_i1,3,calibration,width3,50,exact_natural,49,4.027763916597827,1.0,1.0,0.0,6.708203932494682,6.708203932494682,49,1673.911193090524
ct_w3_i1,3,calibration,width3,50,exact_regularized_full,49,4.027763916597827,0.8958683078296421,0.895868307829271,0.6653996887031837,2.6869944836674486,6.708203932494682,49,1673.911193090524
ct_w3_i1,3,calibration,width3,50,exact_diagonal,49,4.027763916597827,0.2530247481441686,0.2530247481440842,0.9763976951973536,2.581552674804466,6.708203932494682,49,1673.911193090524
ct_w3_i1,3,calibration,width3,50,exact_two_block,49,4.027763916597827,0.5273994098846426,0.5273994098843923,0.8892547029509459,1.7767716554587782,6.708203932494682,49,1673.911193090524
