instance_id,graph,edge_count,parameter_count,width
ising_confirmatory_18,chain,15,31,1.0
ising_confirmatory_18,random_tree,15,31,1.0
ising_confirmatory_18,problem_tree,15,31,1.0
ising_confirmatory_18,full,24,40,
