instance_id,graph,edge_count,parameter_count,width
ising_confirmatory_12,chain,15,31,1.0
ising_confirmatory_12,random_tree,15,31,1.0
ising_confirmatory_12,problem_tree,15,31,1.0
ising_confirmatory_12,full,24,40,
