instance_id,graph,edge_count,parameter_count,width
ising_confirmatory_03,chain,15,31,1.0
ising_confirmatory_03,random_tree,15,31,1.0
ising_confirmatory_03,problem_tree,15,31,1.0
ising_confirmatory_03,full,24,40,
