instance_id,graph,edge_count,parameter_count,width
ising_confirmatory_17,chain,15,31,1.0
ising_confirmatory_17,random_tree,15,31,1.0
ising_confirmatory_17,problem_tree,15,31,1.0
ising_confirmatory_17,full,24,40,
