instance_id,graph,method,initialization,seed,success,first_success_step,minimum_normalized_gap,final_step,final_gap,final_normalized_gap,final_pstar,final_dominant_probability,final_dominant_gap,final_gradient_rms,final_gradient_ratio,final_fisher_condition,final_fisher_rank,final_target_cosine,final_transverse_ratio,boundary_trap,mean_accepted_alpha
ising_confirmatory_16,chain,adam,random,0,0,,56.32232943930731,199,6.005765318351436,56.32232943930731,1.378656972305269e-21,0.9799731854284843,5.9219859078534896,0.018076530949114926,0.03387988589919656,503.6332452842288,31,0.13242459015773625,7.484962437015688,0,
ising_confirmatory_16,chain,adam,random,19,0,,68.81659343534946,199,7.338054272532871,68.81659343534946,1.216286313636623e-14,0.9216416270084969,7.3150519082616,0.03131179756559461,0.05988768530704992,2536.8092594690474,31,0.274550038259725,3.5023590600324694,0,
ising_confirmatory_16,chain,adam,random,42,0,,22.455094754809206,199,2.3944327346057825,22.455094754809206,0.00019218078725327572,0.9763880736048886,2.311193312077222,0.017300407208834218,0.031481776346853105,1247.4709795155904,31,0.3198720026532163,2.9619996670943936,0,
ising_confirmatory_16,chain,adam,random,50,0,,29.678486960975228,199,3.1646778367617614,29.678486960975228,6.625764712163291e-14,0.9807926424028638,3.088827332848716,0.01847040242466098,0.03392192010596135,291.0537842129536,31,0.248447199882196,3.8987979767344236,0,
ising_confirmatory_16,chain,adam,random,101,0,,48.75226815891742,199,5.198554182942832,48.75226815891742,3.765214661636007e-15,0.9468721088945393,5.099363712111156,0.04753255690222464,0.061470145099571424,1572.601443665998,31,0.2497031115908759,3.877894985340413,0,
ising_confirmatory_16,chain,adam,target_biased,0,0,,3.037927814099133,199,0.3239404635284586,3.037927814099133,5.294636238116377e-12,0.9767843458377209,0.2408808051132567,0.019194121268077895,0.045346745304144905,4483.623396030765,31,0.47651843408750616,1.8449747514195147,0,
ising_confirmatory_16,chain,adam,target_biased,19,0,,60.26121383171669,199,6.425776626697971,60.26121383171669,3.1182970011907697e-12,0.974628304924945,6.372269990663725,0.012699485222221278,0.02662750169177611,889.8509635333493,31,0.5506416001180687,1.5159438974413053,0,
ising_confirmatory_16,chain,adam,target_biased,42,0,,51.74632022528904,199,5.517816085647514,51.74632022528904,1.0031986877231134e-14,0.9735270620776328,5.4658337647264545,0.01287234847211141,0.022770774595639264,8536.940416068419,31,0.6400523672748106,1.2004194135514898,0,
ising_confirmatory_16,chain,adam,target_biased,50,0,,3.0390258827107512,199,0.3240575528330112,3.0390258827107512,4.104542674295915e-12,0.9795908540162248,0.2408808051132567,0.018730779708838352,0.02818225175804606,362.2757642039993,31,0.4677750529988212,1.8894713365855513,0,
ising_confirmatory_16,chain,adam,target_biased,101,0,,3.0781644508824555,199,0.32823097850051397,3.0781644508824555,4.189759833190691e-12,0.9819848926301291,0.2408808051132567,0.023093350727029234,0.02944236940557129,4400.435861648758,31,0.4953601391680529,1.7536487869040256,0,
ising_confirmatory_16,chain,exact_natural,target_biased,0,0,,22.63891644638512,60,2.4140340179869497,22.63891644638512,2.5752959150018864e-140,1.0,2.414034017986946,0.0,0.0,inf,0,0.3800057204105127,2.4341321370821603,0,1.0
ising_confirmatory_16,chain,exact_natural,target_biased,19,0,,22.254120373415255,75,2.3730024247860584,22.254120373415255,2.1401035429371844e-100,0.9999999999999993,2.3730024247860584,4.232964310330966e-16,8.875419937285529e-16,1.0,1,0.4077604579733395,2.239277792300435,0,1.0
ising_confirmatory_16,chain,exact_natural,target_biased,42,0,,1.0000000000362494,199,0.10663204768618328,1.0000000000362494,3.3365740415667474e-98,0.9999999999712244,0.10663204768232504,2.7753347735780575e-12,4.9094788486734894e-12,1.0,1,0.4005758119049006,2.2873663148128753,0,1.0
ising_confirmatory_16,chain,exact_natural,target_biased,50,0,,1.0000000117784706,199,0.10663204893828038,1.0000000117784706,3.3467191188633203e-65,0.9999999906445728,0.10663204768232504,9.023043255768592e-10,1.3576032637756258e-09,1.0,1,0.40693037735102694,2.244755436827631,0,1.0
ising_confirmatory_16,chain,exact_natural,target_biased,101,0,,1.0000000250221452,199,0.10663205035048051,1.0000000250221452,2.055344290970017e-72,0.9999999801252364,0.10663204768232504,1.91686264377088e-09,2.4438626825853673e-09,1.0,1,0.40409980271360657,2.263586605324293,0,1.0
ising_confirmatory_16,random_tree,adam,random,0,0,,36.20478376544997,199,3.8605902288054708,36.20478376544997,3.191087938436141e-23,0.9733583755369194,3.751523681213726,0.019346160813928377,0.022230238633129014,2297.6992805737787,31,0.25027300985966505,3.8684766894909752,0,
ising_confirmatory_16,random_tree,adam,random,19,0,,34.93870119872741,199,3.7255852521809594,34.93870119872741,7.25722703553479e-16,0.968059211374455,3.6179836721296255,0.02035744669191127,0.022130020880184186,1762.744161474711,31,0.4263586738425438,2.1215803611307384,0,
ising_confirmatory_16,random_tree,adam,random,42,0,,7.839426289217145,199,0.8359340778738193,7.839426289217145,1.4825970800581075e-06,0.9749297435904638,0.7366535724167207,0.01912385268984154,0.02203734315201942,5507.691668955978,31,0.5612849296410326,1.4745142660659676,0,
ising_confirmatory_16,random_tree,adam,random,50,0,,41.573982381986724,199,4.433118871699854,41.573982381986724,1.0453864102838134e-17,0.9661593158714361,4.325642401098925,0.02039144840924022,0.021627938790418993,7932.870123003096,31,0.4555446178903294,1.9541729124100236,0,
ising_confirmatory_16,random_tree,adam,random,101,0,,3.4692804581048207,199,0.36993647923196704,3.4692804581048207,8.705068046832118e-11,0.9594128237840991,0.2408808051132567,0.025100164598512893,0.024298239393247035,2873.0261495142427,31,0.5939427588632029,1.3545199265972863,0,
