instance_id,graph,method,initialization,seed,success,first_success_step,minimum_normalized_gap,final_step,final_gap,final_normalized_gap,final_pstar,final_dominant_probability,final_dominant_gap,final_gradient_rms,final_gradient_ratio,final_fisher_condition,final_fisher_rank,final_target_cosine,final_transverse_ratio,boundary_trap,mean_accepted_alpha
ising_confirmatory_06,chain,adam,random,0,0,,22.311986783550893,199,3.3965307260965787,22.311986783550893,7.964072410809718e-21,0.9824060247274512,3.3000730641726364,0.02278070292664664,0.05102010656701319,691.4212208416125,31,0.17403728612123404,5.658207418502674,0,
ising_confirmatory_06,chain,adam,random,19,0,,1.6192335285788928,199,0.24649424929735986,1.6192335285788928,0.002846329077768908,0.9833451992275953,0.15222896817959253,0.021311688169739138,0.041522685196235185,228.13436302567354,31,0.26546856916549105,3.6317652135378853,0,
ising_confirmatory_06,chain,adam,random,42,0,,23.875971463358443,199,3.6346145001523666,23.875971463358443,1.342685487707248e-18,0.9821726937841834,3.5472514137360136,0.01945836670049263,0.04233565007467003,347.8805729099272,31,0.18933341324328914,5.186157266816407,0,
ising_confirmatory_06,chain,adam,random,50,0,,42.92788766547239,199,6.534868045444167,42.92788766547239,5.05103740948676e-21,0.9793943662834691,6.457885221032768,0.017669750756359306,0.03038369041131899,502.24728071633314,31,0.09208681983434983,10.81317590855527,0,
ising_confirmatory_06,chain,adam,random,101,0,,52.18441670753448,199,7.943979910441678,52.18441670753448,7.12374967909472e-12,0.9473668830216192,7.906127435769566,0.01706438314786326,0.03396955509312334,3589.7083153694125,31,0.07563463219044736,13.183584952179567,0,
ising_confirmatory_06,chain,adam,target_biased,0,0,,43.223189576712215,199,6.579821550693666,43.223189576712215,1.9786007629721077e-17,0.9833828660533052,6.5045532563921,0.019408794480717067,0.044952174146257455,387.6178404346577,31,0.4738742921356954,1.8582829180585545,0,
ising_confirmatory_06,chain,adam,target_biased,19,0,,4.024044420761263,199,0.6125761300813188,4.024044420761263,7.750879712322426e-06,0.9790211823863413,0.528543302952599,0.017864592629226555,0.03913684840351314,449.65868942846885,31,0.4864484683824879,1.7960983049327464,0,
ising_confirmatory_06,chain,adam,target_biased,42,0,,19.596411735143214,199,2.98314153846324,19.596411735143214,4.095541970950773e-22,0.9822126902531417,2.8979876835753515,0.020562660292157964,0.03363698661637161,678.3486296782257,31,0.5107092543459392,1.6834499848400382,0,
ising_confirmatory_06,chain,adam,target_biased,50,0,,43.30007494765518,199,6.591525731380418,43.30007494765518,2.3560486624844866e-17,0.8923161943043773,6.544590189274551,0.011930883675490847,0.03338982599219927,10419.447228221212,31,0.3288801490780673,2.8714766481481733,0,
ising_confirmatory_06,chain,adam,target_biased,101,0,,21.361748148351165,199,3.251876879135743,21.361748148351165,5.994989226289005e-15,0.9772860091391213,3.1712753017937416,0.024536706381961572,0.05185548610992803,1074.0979236688515,31,0.4530410378463919,1.9677900848891923,0,
ising_confirmatory_06,chain,exact_natural,target_biased,0,0,,21.678351173798074,199,3.3000730310220625,21.678351173798074,1.2312491176833677e-171,0.9999966644753548,3.3000730641726364,2.3815994675423478e-08,5.515956909016773e-08,1.0,1,0.38636430568957625,2.3872450078646548,0,1.0
ising_confirmatory_06,chain,exact_natural,target_biased,19,1,36.0,0.051378128291148295,36,0.007821239456760054,0.051378128291148295,0.9964540449134136,0.9964540449134136,7.105427357601002e-15,0.0030879445423583093,0.006764913140813381,682064892353.7355,20,0.43053538575126854,2.096398411345955,0,1.0
