instance_id,graph,method,initialization,seed,success,first_success_step,minimum_normalized_gap,final_step,final_gap,final_normalized_gap,final_pstar,final_dominant_probability,final_dominant_gap,final_gradient_rms,final_gradient_ratio,final_fisher_condition,final_fisher_rank,final_target_cosine,final_transverse_ratio,boundary_trap,mean_accepted_alpha
ising_confirmatory_03,chain,adam,random,0,0,,21.425734339672083,199,4.227215974062382,21.425734339672083,7.333146715544775e-07,0.9819129145019213,4.137369282906249,0.019178412404349428,0.029213862207598418,364.35396623411776,31,0.18848820366448224,5.2102754165490985,0,
ising_confirmatory_03,chain,adam,random,19,0,,16.650209890367332,199,3.285023145728477,16.650209890367332,2.3156591160415545e-17,0.9821064580190212,3.2045508502603575,0.016747555518760723,0.026646981935352563,1112.731449323543,31,0.04044972363590636,24.701814628276292,0,
ising_confirmatory_03,chain,adam,random,42,0,,35.19863071990689,199,6.944556097141943,35.19863071990689,9.554030646935209e-18,0.9771993995663895,6.87762134575863,0.01405326096084271,0.03046613348188808,819.3356246283583,31,0.0764253072544893,13.046402364828008,0,
ising_confirmatory_03,chain,adam,random,50,0,,17.634865303849885,199,3.4792919174229624,17.634865303849885,7.087519317408319e-20,0.9819941561501131,3.3925361754885515,0.018086201604508214,0.03278844207099364,309.3307266801848,31,0.17267480050849476,5.704242233711294,0,
ising_confirmatory_03,chain,adam,random,101,0,,28.072762032142812,199,5.538649281140216,28.072762032142812,3.1185902114851104e-11,0.9825630356486019,5.462239528395472,0.016095027184406314,0.023109832581326855,232.9734694913175,31,0.33929383899397053,2.7724654332653613,0,
ising_confirmatory_03,chain,adam,target_biased,0,0,,0.4705891685874178,199,0.09284545486919882,0.4705891685874178,0.9822534861537283,0.9822534861537283,-7.105427357601002e-15,0.01995516853717697,0.02824228466470797,715.1780987517233,31,0.5428822501823978,1.5469447097446336,0,
ising_confirmatory_03,chain,adam,target_biased,19,0,,11.017441020571573,199,2.1736992504950052,11.017441020571573,4.9525542529791126e-08,0.9799298312820764,2.095977394577595,0.019772661561624723,0.03276888783382185,429.4144303675373,31,0.5862580296753466,1.3818563603981584,0,
ising_confirmatory_03,chain,adam,target_biased,42,0,,0.4683059150234892,199,0.09239497761669213,0.4683059150234892,0.9821679677130255,0.9821679677130255,-7.105427357601002e-15,0.01968191860276888,0.03249806653647144,434.03054137075645,31,0.4978117999190678,1.7421947033386875,0,
ising_confirmatory_03,chain,adam,target_biased,50,0,,11.08361729033669,199,2.1867555770703326,11.08361729033669,6.425592043376836e-10,0.9711466935895903,2.095977394577595,0.02457326654915424,0.03974233263265529,11472.133284235442,31,0.644053878377734,1.1877579769092812,0,
ising_confirmatory_03,chain,adam,target_biased,101,0,,21.03754036999418,199,4.150626778861792,21.03754036999418,5.513531001328669e-14,0.9825207858640576,4.088572645492,0.014456664128678421,0.018539953195173004,345.65907778627417,31,0.48518453396604355,1.8022251798784512,0,
