instance_id,graph,edge_count,parameter_count,width
ising_confirmatory_01,chain,15,31,1.0
ising_confirmatory_01,random_tree,15,31,1.0
ising_confirmatory_01,problem_tree,15,31,1.0
ising_confirmatory_01,full,24,40,
