instance_id,width,split,parameter_seed,sample_budget,method,stream_seed,success,first_success_step,minimum_gap,final_gap,final_pstar,final_dominant_probability,final_fisher_condition,final_gradient_rms_ratio,final_trap,sample_batches,total_samples,first_direction_cosine,first_direction_relative_error,first_sample_rank,maximum_sample_identity_residual,parameter_dimension,stored_metric_entries
ct_w3_i4,3,evaluation,50,256,sampled_full_fisher,15105338583762147397,1,8.0,0.03668266758609917,0.03668266758609917,0.9734893008854464,0.9734893008854464,,0.07191409027965681,0,8,2048,0.9534626988326949,0.3050813044658924,45,0.0,46,1081
ct_w3_i4,3,evaluation,50,256,ray_plus_residual,15105338583762147397,1,6.0,0.06978537135876373,0.06978537135876373,0.9368454406680576,0.9368454406680576,,0.12795891394500405,0,6,1536,0.9785761288559716,0.2103927347986966,45,0.0,46,601
ct_w3_i4,3,evaluation,101,256,sampled_adam,10074127974003568962,1,56.0,0.09542066344592826,0.09542066344592826,0.9111535141154123,0.9111535141154123,,0.14491765072037435,0,56,14336,0.2566635625653215,0.9889326955735193,46,0.0,46,92
ct_w3_i4,3,evaluation,101,256,sampled_diagonal_fisher,10074127974003568962,1,4.0,0.034506688488116666,0.034506688488116666,0.9662133072321795,0.9662133072321795,,0.0797943862187816,0,4,1024,0.3764044915905234,0.9478794933185154,46,0.0,46,46
ct_w3_i4,3,evaluation,101,256,sampled_two_block_fisher,10074127974003568962,1,4.0,0.07775682492301428,0.07775682492301428,0.9324364599965097,0.9324364599965097,,0.13950923067319929,0,4,1024,0.5925506485019756,0.8076694508584511,46,0.0,46,601
ct_w3_i4,3,evaluation,101,256,sampled_full_fisher,10074127974003568962,1,8.0,0.061370833926071455,0.061370833926071455,0.9460895472780225,0.9460895472780225,,0.21004169086010585,0,8,2048,1.0,2.9375490605558794e-09,46,0.0,46,1081
ct_w3_i4,3,evaluation,101,256,ray_plus_residual,10074127974003568962,1,7.0,0.07558970284473254,0.07558970284473254,0.9275509241653815,0.9275509241653815,,0.23904969222959882,0,7,1792,0.9794000469532076,0.20617679432841796,46,0.0,46,601
ct_w3_i4,3,evaluation,0,1024,sampled_adam,10065393985771061421,0,,1.009432067375462,1.009432067375462,9.651693739920334e-14,0.9801874796633141,166916972.8004889,0.009930577599143306,1,199,203776,0.25666349918337955,0.9889326986610266,46,0.0,46,92
ct_w3_i4,3,evaluation,0,1024,sampled_diagonal_fisher,10065393985771061421,1,7.0,0.0360490188390461,0.0360490188390461,0.972273208151593,0.972273208151593,,0.0676939835334618,0,7,7168,0.34576814618903867,0.9525573377483845,46,0.0,46,46
ct_w3_i4,3,evaluation,0,1024,sampled_two_block_fisher,10065393985771061421,1,5.0,0.03560786377885172,0.03560786377885172,0.9681795550825701,0.9681795550825701,,0.0939180731252627,0,5,5120,0.5332143317030994,0.847811399160555,46,0.0,46,601
ct_w3_i4,3,evaluation,0,1024,sampled_full_fisher,10065393985771061421,1,9.0,0.061754166215328254,0.061754166215328254,0.9435022900625645,0.9435022900625645,,0.284365081686492,0,9,9216,1.0000000000000004,2.2335852292278562e-09,46,0.0,46,1081
ct_w3_i4,3,evaluation,0,1024,ray_plus_residual,10065393985771061421,1,6.0,0.0910467926675409,0.0910467926675409,0.9132776157439731,0.9132776157439731,,0.34349895033575967,0,6,6144,0.979266337520697,0.2068660898837867,46,0.0,46,601
ct_w3_i4,3,evaluation,19,1024,sampled_adam,3288487228811575201,0,,1.0107129606296308,1.0107129606296308,5.772811219760685e-16,0.9898039242834582,2019819073.9938107,0.009040245867341527,1,199,203776,0.23099716686619481,0.9901576244258603,46,0.0,46,92
ct_w3_i4,3,evaluation,19,1024,sampled_diagonal_fisher,3288487228811575201,0,,1.000015023933555,1.000015023933555,7.97449821366395e-35,0.7839797243981351,,1.6845984713286866e-05,0,199,203776,0.4282340607749051,0.9614408164175193,46,0.0,46,46
ct_w3_i4,3,evaluation,19,1024,sampled_two_block_fisher,3288487228811575201,0,,1.0000532393905566,1.0000532393905566,9.402006351269676e-17,0.49105092772545333,,8.132436027495156e-05,0,199,203776,0.48334072607157824,0.9065266036575973,46,0.0,46,601
ct_w3_i4,3,evaluation,19,1024,sampled_full_fisher,3288487228811575201,1,9.0,0.08716147994055667,0.08716147994055667,0.9187925357769491,0.9187925357769491,,0.3636259648559799,0,9,9216,1.0,4.233447271831135e-09,46,0.0,46,1081
ct_w3_i4,3,evaluation,19,1024,ray_plus_residual,3288487228811575201,1,8.0,0.06643137698873858,0.06643137698873858,0.9353303721645747,0.9353303721645747,,0.24907021735787874,0,8,8192,0.9803981105661864,0.20096607643993453,46,0.0,46,601
ct_w3_i4,3,evaluation,42,1024,sampled_adam,9655811487331311534,0,,1.012246857192407,1.012246857192407,4.4766200296178986e-11,0.9854328583863751,375836602.4372086,0.011327597292292043,1,199,203776,0.17966447088953005,0.9926029445734761,46,0.0,46,92
ct_w3_i4,3,evaluation,42,1024,sampled_diagonal_fisher,9655811487331311534,0,,1.000014247298056,1.000014247298056,8.9056244619887e-22,0.999602225162069,719327867690.4725,1.5745174790478064e-05,1,199,203776,0.35357044963329504,0.9680828348759667,46,0.0,46,46
ct_w3_i4,3,evaluation,42,1024,sampled_two_block_fisher,9655811487331311534,0,,1.0000496425290422,1.0000496425290422,3.8541201813668325e-11,0.8321846890821843,,8.448532405855156e-05,0,199,203776,0.5886716925936962,0.8083733734893972,46,0.0,46,601
ct_w3_i4,3,evaluation,42,1024,sampled_full_fisher,9655811487331311534,1,10.0,0.0956180567233389,0.0956180567233389,0.9137864034939219,0.9137864034939219,,0.35899011409753395,0,10,10240,1.0,1.5377430795899897e-09,46,0.0,46,1081
ct_w3_i4,3,evaluation,42,1024,ray_plus_residual,9655811487331311534,1,7.0,0.03850449452687954,0.03850449452687954,0.9633018955982104,0.9633018955982104,,0.1090081149933075,0,7,7168,0.978368464513186,0.2114437335808756,46,0.0,46,601
ct_w3_i4,3,evaluation,50,1024,sampled_adam,2203158184926262274,1,46.0,0.09989756039342446,0.09989756039342446,0.912150250727039,0.912150250727039,,0.0947695366162789,0,46,47104,0.17966468167994104,0.9926029351858248,46,0.0,46,92
ct_w3_i4,3,evaluation,50,1024,sampled_diagonal_fisher,2203158184926262274,1,3.0,0.013624574563037228,0.013624574563037228,0.9865976987434084,0.9865976987434084,,0.01682124262472666,0,3,3072,0.3252430022291538,0.9882117570671127,46,0.0,46,46
ct_w3_i4,3,evaluation,50,1024,sampled_two_block_fisher,2203158184926262274,1,3.0,0.06652031253226731,0.06652031253226731,0.9375357985638223,0.9375357985638223,,0.07320519803573901,0,3,3072,0.4521999959021035,0.9037580949454971,46,0.0,46,601
ct_w3_i4,3,evaluation,50,1024,sampled_full_fisher,2203158184926262274,1,8.0,0.06356091569698741,0.06356091569698741,0.9551163348155357,0.9551163348155357,,0.22335439964495513,0,8,8192,0.9999999999999996,2.645036353250465e-09,46,0.0,46,1081
ct_w3_i4,3,evaluation,50,1024,ray_plus_residual,2203158184926262274,1,5.0,0.07550799744396564,0.07550799744396564,0.9297005460926154,0.9297005460926154,,0.11550655574450018,0,5,5120,0.9784930529313013,0.21081373431907932,46,0.0,46,601
ct_w3_i4,3,evaluation,101,1024,sampled_adam,9315194753425354323,1,52.0,0.09638093694134042,0.09638093694134042,0.9107138685641412,0.9107138685641412,,0.13881033954553154,0,52,53248,0.307996187882276,0.9864782806474386,46,0.0,46,92
ct_w3_i4,3,evaluation,101,1024,sampled_diagonal_fisher,9315194753425354323,1,4.0,0.034870166776165945,0.034870166776165945,0.9661011913567571,0.9661011913567571,,0.09281942830748828,0,4,4096,0.3096862386193941,0.9701100986542757,46,0.0,46,46
ct_w3_i4,3,evaluation,101,1024,sampled_two_block_fisher,9315194753425354323,1,4.0,0.057872713942987986,0.057872713942987986,0.9479675628451281,0.9479675628451281,,0.11861982827466327,0,4,4096,0.549202210958382,0.8383919947130721,46,0.0,46,601
