instance_id,checkpoint,sample_replicate,sample_budget,method,stream_seed,success,first_success_step,minimum_gap,final_gap,final_pstar,final_dominant_probability,final_fisher_condition,final_gradient_rms_ratio,final_trap,sample_batches,total_samples,first_direction_cosine,first_direction_relative_error,first_sample_rank,maximum_sample_identity_residual,parameter_dimension,stored_metric_entries
ct_w5_i1,999,2,4096,ray_plus_residual,14968675361489966459,1,22.0,0.07989361570087361,0.07989361570087361,0.9201090533813613,0.9201090533813613,,732.7923018000638,0,22,90112,0.9949541443088158,0.1008395284874068,2,0.0,51,766
ct_w5_i1,999,3,4096,sampled_adam,11419774849153918502,0,,1.0000196428493844,1.0000196428493844,7.127075194652336e-23,0.9958440062416783,305388755792.88745,0.03132586237441883,1,199,815104,0.04954684628379692,0.999057766018946,3,0.0,51,102
ct_w5_i1,999,3,4096,sampled_full_fisher,11419774849153918502,0,,1.0000121800924564,1.0000121800924564,2.1717353766636102e-23,0.9957009771881613,237119325141.19144,0.026266987816842856,1,199,815104,0.08139523152419505,1.000000075083972,3,0.0,51,1326
ct_w5_i1,999,3,4096,ray_plus_residual,11419774849153918502,1,23.0,0.031760359248943715,0.031760359248943715,0.9682421339694071,0.9682421339694071,,302.33204756335243,0,23,94208,0.977176347142565,0.21739138707286124,3,0.0,51,766
ct_w5_i1,999,4,4096,sampled_adam,15226408490369958842,0,,1.0000185210832448,1.0000185210832448,3.471820553840992e-23,0.9991996308652175,66611641165.55456,0.029796949404793056,1,199,815104,,1.0,2,0.0,51,102
ct_w5_i1,999,4,4096,sampled_full_fisher,15226408490369958842,0,,1.0000100690573923,1.0000100690573923,2.698536013198929e-23,0.9957015162419846,914009336204.8656,0.01931171816280922,1,199,815104,,1.0,2,0.0,51,1326
ct_w5_i1,999,4,4096,ray_plus_residual,15226408490369958842,1,23.0,0.07363710789049804,0.07363710789049804,0.9263665695031976,0.9263665695031976,,676.1478573257624,0,23,94208,0.9949541443088158,0.1008395284874068,2,0.0,51,766
ct_w6_i1,199,-1,0,analytic_target_cooling,0,1,47.0,0.06436561288741416,0.06436561288741416,0.9356343871126003,0.9356343871126003,,51.79134116964125,0,0,0,1.0,0.0,-1,0.0,52,52
ct_w6_i1,199,0,64,sampled_adam,6339652473163651937,0,,1.0010266868731446,1.0010266868731446,2.85259668887265e-12,0.9479262801835652,,0.17972664717488507,0,199,12736,3.226979281712839e-07,1.0003096177309097,3,0.0,52,104
ct_w6_i1,199,0,64,sampled_full_fisher,6339652473163651937,0,,1.000556940304973,1.000556940304973,2.503748510258087e-12,0.9706067800942405,3528464708.423436,0.08742131709544033,1,199,12736,0.051847570971072184,1.000000001427317,3,0.0,52,1378
